,start_node,end_node,osmid,maxspeed,highway,surface,lanes,oneway,geometry,name,smoothness,living_street,service,length (m),length (km),capacity (veh/h),maxspeed (km/h),flow_time (h),flow_time (s)
0,253283769,219808,path_253283769,,,,,,"LINESTRING (30.319641 59.8236932, 30.3201331 59.8238154)",,,,,,,,,,
1,291553157,219811,path_291553157,,,,,,"LINESTRING (30.3132049 59.9153967, 30.313303 59.9160073)",,,,,,,,,,
2,305809296,219812,path_305809296,,,,,,"LINESTRING (30.2437469 59.6820773, 30.242977 59.6802269)",,,,,,,,,,
3,309764205,219816,path_309764205,,,,,,"LINESTRING (30.4581999 59.9155203, 30.4578029 59.9153889)",,,,,,,,,,
4,311101154,219818,path_311101154,,,,,,"LINESTRING (30.2880157 59.9248514, 30.2870432 59.9244119)",,,,,,,,,,
5,311101157,219819,path_311101157,,,,,,"LINESTRING (30.2891334 59.9247731, 30.2902996 59.9251452)",,,,,,,,,,
6,311101168,219821,path_311101168,,,,,,"LINESTRING (30.2883522 59.9245965, 30.2870432 59.9244119)",,,,,,,,,,
7,316234421,223633,path_316234421,,,,,,"LINESTRING (30.3103753 59.8524649, 30.3083735 59.8522653)",,,,,,,,,,
8,322665153,223634,path_322665153,,,,,,"LINESTRING (30.491876 59.8647781, 30.4889237 59.8650703)",,,,,,,,,,
9,331297939,223647,path_331297939,,,,,,"LINESTRING (30.1792749 59.6934373, 30.1374398 59.7004436)",,,,,,,,,,
10,344762356,223648,path_344762356,,,,,,"LINESTRING (30.3072928 59.8523519, 30.3066147 59.8520112)",,,,,,,,,,
11,392059029,223677,path_392059029,,,,,,"LINESTRING (30.3052363 59.930489, 30.3044225 59.9308906)",,,,,,,,,,
12,394493431,223680,path_394493431,,,,,,"LINESTRING (30.4318676 59.8349989, 30.4307314 59.8358535)",,,,,,,,,,
13,401627284,223683,path_401627284,,,,,,"LINESTRING (30.3754386 59.9136572, 30.3747412 59.9131096)",,,,,,,,,,
14,401627386,223691,path_401627386,,,,,,"LINESTRING (30.3768121 59.9140758, 30.3764172 59.9156691)",,,,,,,,,,
15,411259721,223697,path_411259721,,,,,,"LINESTRING (30.3209147 59.8760945, 30.3207182 59.8759963)",,,,,,,,,,
16,414011338,223698,path_414011338,,,,,,"LINESTRING (30.3631958 59.9385941, 30.3634386 59.9386754)",,,,,,,,,,
17,414689525,223707,path_414689525,,,,,,"LINESTRING (30.3238878 59.9273912, 30.3252026 59.9288558)",,,,,,,,,,
18,427092068,226862,path_427092068,,,,,,"LINESTRING (30.4755116 59.9397604, 30.4761091 59.9403361)",,,,,,,,,,
19,427101772,226863,path_427101772,,,,,,"LINESTRING (30.4792091 59.9438655, 30.4782281 59.9448895)",,,,,,,,,,
20,427144772,230274,path_427144772,,,,,,"LINESTRING (30.4592033 59.9219213, 30.4558078 59.9234463)",,,,,,,,,,
21,427530225,230275,path_427530225,,,,,,"LINESTRING (30.4578285 59.9223035, 30.4558078 59.9234463)",,,,,,,,,,
22,428882376,230320,path_428882376,,,,,,"LINESTRING (30.4836375 59.9368426, 30.4841597 59.9364853)",,,,,,,,,,
23,428882377,230326,path_428882377,,,,,,"LINESTRING (30.4755822 59.9400724, 30.4761091 59.9403361)",,,,,,,,,,
24,428882379,230327,path_428882379,,,,,,"LINESTRING (30.4775021 59.9388014, 30.4765698 59.9393394)",,,,,,,,,,
25,428942365,230334,path_428942365,,,,,,"LINESTRING (30.4753499 59.9393014, 30.4765698 59.9393394)",,,,,,,,,,
26,428942366,230335,path_428942366,,,,,,"LINESTRING (30.4784615 59.9424713, 30.477706 59.9430428)",,,,,,,,,,
27,428970814,230336,path_428970814,,,,,,"LINESTRING (30.4741692 59.9433672, 30.4764476 59.9444406)",,,,,,,,,,
28,429923619,237691,path_429923619,,,,,,"LINESTRING (30.4891133 59.9365111, 30.4883651 59.9361636)",,,,,,,,,,
29,430535263,237693,path_430535263,,,,,,"LINESTRING (30.4741153 59.9477852, 30.4747073 59.9481831)",,,,,,,,,,
30,431100875,237695,path_431100875,,,,,,"LINESTRING (30.4925689 59.8963785, 30.4917722 59.8965604)",,,,,,,,,,
31,431100880,237696,path_431100880,,,,,,"LINESTRING (30.4925224 59.8961396, 30.4917722 59.8965604)",,,,,,,,,,
32,431100882,237697,path_431100882,,,,,,"LINESTRING (30.4925451 59.8962563, 30.4917722 59.8965604)",,,,,,,,,,
33,436839390,237698,path_436839390,,,,,,"LINESTRING (30.5317272 59.8300898, 30.5320953 59.8294995)",,,,,,,,,,
34,439209246,237699,path_439209246,,,,,,"LINESTRING (30.5143178 59.8890128, 30.5139246 59.8895189)",,,,,,,,,,
35,441595399,237701,path_441595399,,,,,,"LINESTRING (30.471654 59.917244, 30.471473 59.91889)",,,,,,,,,,
36,441595403,237711,path_441595403,,,,,,"LINESTRING (30.4724255 59.9189957, 30.471473 59.91889)",,,,,,,,,,
37,441595408,237712,path_441595408,,,,,,"LINESTRING (30.4697531 59.9118054, 30.4702587 59.911682)",,,,,,,,,,
38,441597759,237733,path_441597759,,,,,,"LINESTRING (30.4794242 59.9002424, 30.4749889 59.8970252)",,,,,,,,,,
39,442002806,237754,path_442002806,,,,,,"LINESTRING (30.5751222 59.815225, 30.5753926 59.8156536)",,,,,,,,,,
40,442269652,237764,path_442269652,,,,,,"LINESTRING (30.1792148 59.8573855, 30.1776747 59.8590759)",,,,,,,,,,
41,442269659,237765,path_442269659,,,,,,"LINESTRING (30.1847402 59.8590975, 30.1870092 59.8572978)",,,,,,,,,,
42,442269665,237768,path_442269665,,,,,,"LINESTRING (30.1851831 59.8595731, 30.1870092 59.8572978)",,,,,,,,,,
43,442515597,237783,path_442515597,,,,,,"LINESTRING (30.5137657 59.8947048, 30.5132765 59.8970532)",,,,,,,,,,
44,442971447,237784,path_442971447,,,,,,"LINESTRING (30.4607617 59.8799689, 30.4609725 59.8798962)",,,,,,,,,,
45,442971495,237800,path_442971495,,,,,,"LINESTRING (30.4592322 59.8755617, 30.4591877 59.8791042)",,,,,,,,,,
46,442971556,237801,path_442971556,,,,,,"LINESTRING (30.4574083 59.8772638, 30.4562721 59.8777634)",,,,,,,,,,
47,443212284,237803,path_443212284,,,,,,"LINESTRING (30.468618 59.9119574, 30.4685675 59.9112828)",,,,,,,,,,
48,444551814,244266,path_444551814,,,,,,"LINESTRING (30.1972395 59.8531685, 30.1965451 59.8530724)",,,,,,,,,,
49,444685619,244267,path_444685619,,,,,,"LINESTRING (30.5114679 59.804386, 30.5120956 59.8042625)",,,,,,,,,,
50,444776751,244271,path_444776751,,,,,,"LINESTRING (30.3236834 59.9336636, 30.3231414 59.9339367)",,,,,,,,,,
51,444776757,244274,path_444776757,,,,,,"LINESTRING (30.3570423 59.9255014, 30.3580546 59.92661)",,,,,,,,,,
52,444776758,244283,path_444776758,,,,,,"LINESTRING (30.3642134 59.9304882, 30.3649949 59.9309166)",,,,,,,,,,
53,444776759,244284,path_444776759,,,,,,"LINESTRING (30.4114121 59.9282464, 30.4111847 59.9287356)",,,,,,,,,,
54,445388334,244288,path_445388334,,,,,,"LINESTRING (30.6889863 59.8975734, 30.6629963 59.7854536)",,,,,,,,,,
55,445388335,244308,path_445388335,,,,,,"LINESTRING (30.6892413 59.8975971, 30.6629963 59.7854536)",,,,,,,,,,
56,446064734,244309,path_446064734,,,,,,"LINESTRING (30.3469291 59.9180664, 30.3462571 59.918445)",,,,,,,,,,
57,446064736,244316,path_446064736,,,,,,"LINESTRING (30.3464032 59.9183874, 30.3462571 59.918445)",,,,,,,,,,
58,446064740,244317,path_446064740,,,,,,"LINESTRING (30.3487504 59.9179655, 30.3484727 59.917097)",,,,,,,,,,
59,446064741,244322,path_446064741,,,,,,"LINESTRING (30.3506741 59.9190975, 30.3502902 59.9199531)",,,,,,,,,,
60,446064745,244326,path_446064745,,,,,,"LINESTRING (30.3455293 59.9177746, 30.3456988 59.9175477)",,,,,,,,,,
61,446198361,244340,path_446198361,,,,,,"LINESTRING (30.4619735 59.8676815, 30.4634059 59.8683613)",,,,,,,,,,
62,448494839,244353,path_448494839,,,,,,"LINESTRING (30.4177382 59.7188521, 30.4173286 59.7181004)",,,,,,,,,,
63,448497709,244360,path_448497709,,,,,,"LINESTRING (30.4186712 59.7189639, 30.4188806 59.719277)",,,,,,,,,,
64,449631957,244407,path_449631957,,,,,,"LINESTRING (30.5713301 59.8068048, 30.5712797 59.8064713)",,,,,,,,,,
65,451568012,244408,path_451568012,,,,,,"LINESTRING (30.2721628 59.9001486, 30.2727358 59.9017071)",,,,,,,,,,
66,455268752,244409,path_455268752,,,,,,"LINESTRING (30.3248668 59.9302904, 30.3248845 59.9301913)",,,,,,,,,,
67,455274074,244445,path_455274074,,,,,,"LINESTRING (30.3211694 59.9320764, 30.3217817 59.9310665)",,,,,,,,,,
68,455297491,245884,path_455297491,,,,,,"LINESTRING (30.3726265 59.930545, 30.3724549 59.9304714)",,,,,,,,,,
69,455298814,245890,path_455298814,,,,,,"LINESTRING (30.3608089 59.9398867, 30.3605319 59.9402343)",,,,,,,,,,
70,455299275,245893,path_455299275,,,,,,"LINESTRING (30.3601032 59.9374253, 30.3603499 59.9373084)",,,,,,,,,,
71,455314487,245900,path_455314487,,,,,,"LINESTRING (30.32492 59.9328715, 30.3251263 59.9329668)",,,,,,,,,,
72,456956561,245940,path_456956561,,,,,,"LINESTRING (30.3429093 59.9277595, 30.3435958 59.9283512)",,,,,,,,,,
73,459794831,245941,path_459794831,,,,,,"LINESTRING (30.2382299 59.8405961, 30.2382954 59.8401967)",,,,,,,,,,
74,459796018,245943,path_459796018,,,,,,"LINESTRING (30.2290658 59.8435617, 30.2311411 59.8455943)",,,,,,,,,,
75,459797390,245944,path_459797390,,,,,,"LINESTRING (30.2426742 59.84247, 30.2434456 59.8418996)",,,,,,,,,,
76,459809259,245965,path_459809259,,,,,,"LINESTRING (30.2445481 59.8466839, 30.2447903 59.8470584)",,,,,,,,,,
77,459964645,245975,path_459964645,,,,,,"LINESTRING (30.2361453 59.8398334, 30.2373659 59.8398544)",,,,,,,,,,
78,463252316,245994,path_463252316,,,,,,"LINESTRING (30.2915751 59.9315611, 30.2921689 59.931593)",,,,,,,,,,
79,463252327,246003,path_463252327,,,,,,"LINESTRING (30.2968131 59.9180657, 30.2971168 59.9172659)",,,,,,,,,,
80,463252332,246008,path_463252332,,,,,,"LINESTRING (30.2977114 59.9145793, 30.2975629 59.9143822)",,,,,,,,,,
81,469739698,246010,path_469739698,,,,,,"LINESTRING (30.2290914 59.8582492, 30.2294224 59.8574123)",,,,,,,,,,
82,469739701,246011,path_469739701,,,,,,"LINESTRING (30.3508779 59.851796, 30.350871 59.8527915)",,,,,,,,,,
83,469739704,246012,path_469739704,,,,,,"LINESTRING (30.3393014 59.91947, 30.3395413 59.9196719)",,,,,,,,,,
84,469751000,246013,path_469751000,,,,,,"LINESTRING (30.3210514 59.9244074, 30.322327 59.9229486)",,,,,,,,,,
85,476808163,246058,path_476808163,,,,,,"LINESTRING (30.1768481 59.8509289, 30.1763115 59.8507261)",,,,,,,,,,
86,486557633,246069,path_486557633,,,,,,"LINESTRING (30.3547737 59.9360767, 30.3550246 59.9359261)",,,,,,,,,,
87,486709733,246096,path_486709733,,,,,,"LINESTRING (30.3220903 59.8487909, 30.3217949 59.8492343)",,,,,,,,,,
88,486709871,246100,path_486709871,,,,,,"LINESTRING (30.3222502 59.8490855, 30.3217949 59.8492343)",,,,,,,,,,
89,487255525,246113,path_487255525,,,,,,"LINESTRING (30.2957589 59.9266046, 30.2963484 59.9266177)",,,,,,,,,,
90,487267451,246122,path_487267451,,,,,,"LINESTRING (30.3000892 59.9333689, 30.3003004 59.9335843)",,,,,,,,,,
91,487268384,246124,path_487268384,,,,,,"LINESTRING (30.2974224 59.9325747, 30.2969934 59.9330358)",,,,,,,,,,
92,487274535,246126,path_487274535,,,,,,"LINESTRING (30.2844056 59.917214, 30.285615 59.9186553)",,,,,,,,,,
93,487274925,246159,path_487274925,,,,,,"LINESTRING (30.2893587 59.9178996, 30.2895104 59.9180404)",,,,,,,,,,
94,489357017,246166,path_489357017,,,,,,"LINESTRING (30.4263014 59.8290147, 30.424234 59.8286251)",,,,,,,,,,
95,489358354,246175,path_489358354,,,,,,"LINESTRING (30.2828323 59.944544, 30.2836284 59.9446572)",,,,,,,,,,
96,489361459,246178,path_489361459,,,,,,"LINESTRING (30.2770784 59.9428555, 30.2762043 59.9423469)",,,,,,,,,,
97,490670904,246184,path_490670904,,,,,,"LINESTRING (30.5771521 59.7334049, 30.5783636 59.7335276)",,,,,,,,,,
98,497695708,246191,path_497695708,,,,,,"LINESTRING (30.3714069 59.9350026, 30.3713056 59.9351313)",,,,,,,,,,
99,505073897,246194,path_505073897,,,,,,"LINESTRING (30.3591809 59.8910788, 30.3578992 59.8933362)",,,,,,,,,,
100,505178524,246203,path_505178524,,,,,,"LINESTRING (30.399088 59.8751414, 30.3986071 59.8771828)",,,,,,,,,,
101,505178534,258913,path_505178534,,,,,,"LINESTRING (30.4027146 59.8730112, 30.4026427 59.8739018)",,,,,,,,,,
102,505178535,258967,path_505178535,,,,,,"LINESTRING (30.4028131 59.8730433, 30.4026427 59.8739018)",,,,,,,,,,
103,505178543,258968,path_505178543,,,,,,"LINESTRING (30.3988433 59.876155, 30.3986071 59.8771828)",,,,,,,,,,
104,505178561,258976,path_505178561,,,,,,"LINESTRING (30.399276 59.8756532, 30.3986071 59.8771828)",,,,,,,,,,
105,507091462,258979,path_507091462,,,,,,"LINESTRING (30.3197933 59.9037738, 30.3187444 59.9037379)",,,,,,,,,,
106,510247577,276629,path_510247577,,,,,,"LINESTRING (30.4436667 59.8763468, 30.4431058 59.8770782)",,,,,,,,,,
107,510270596,276639,path_510270596,,,,,,"LINESTRING (30.4619525 59.8677478, 30.4634059 59.8683613)",,,,,,,,,,
108,510432203,276653,path_510432203,,,,,,"LINESTRING (30.362681 59.938823, 30.3634386 59.9386754)",,,,,,,,,,
109,513352931,276676,path_513352931,,,,,,"LINESTRING (30.4604779 59.906124, 30.4577449 59.9086852)",,,,,,,,,,
110,517517766,306604,path_517517766,,,,,,"LINESTRING (30.4791166 59.9091262, 30.4786088 59.9109058)",,,,,,,,,,
111,518492980,306607,path_518492980,,,,,,"LINESTRING (30.4893328 59.9372476, 30.4883651 59.9361636)",,,,,,,,,,
112,522606825,306767,path_522606825,,,,,,"LINESTRING (30.3914417 59.8727648, 30.3909399 59.8725915)",,,,,,,,,,
113,522606826,306874,path_522606826,,,,,,"LINESTRING (30.4021717 59.8733461, 30.4026427 59.8739018)",,,,,,,,,,
114,522606827,306880,path_522606827,,,,,,"LINESTRING (30.4060391 59.8711455, 30.4074193 59.87069)",,,,,,,,,,
115,522606830,306895,path_522606830,,,,,,"LINESTRING (30.3987329 59.8755773, 30.3984038 59.8771316)",,,,,,,,,,
116,522606978,306919,path_522606978,,,,,,"LINESTRING (30.4124569 59.8669142, 30.4126496 59.8671802)",,,,,,,,,,
117,522635680,306923,path_522635680,,,,,,"LINESTRING (30.4133188 59.8655265, 30.412817 59.8651367)",,,,,,,,,,
118,524598539,306924,path_524598539,,,,,,"LINESTRING (30.3126445 59.8487739, 30.3118712 59.8485149)",,,,,,,,,,
119,525359705,306925,path_525359705,,,,,,"LINESTRING (30.3024929 59.9321354, 30.3019981 59.9321324)",,,,,,,,,,
120,525359854,306927,path_525359854,,,,,,"LINESTRING (30.3042383 59.9326612, 30.3052262 59.9330777)",,,,,,,,,,
121,525359952,306930,path_525359952,,,,,,"LINESTRING (30.303888 59.9325587, 30.3052262 59.9330777)",,,,,,,,,,
122,525360782,306934,path_525360782,,,,,,"LINESTRING (30.3029782 59.9322805, 30.3019981 59.9321324)",,,,,,,,,,
123,527011738,306960,path_527011738,,,,,,"LINESTRING (30.6082289 59.7525055, 30.6084672 59.7526669)",,,,,,,,,,
124,548242849,306967,path_548242849,,,,,,"LINESTRING (30.4691225 59.8812352, 30.4692384 59.8815883)",,,,,,,,,,
125,548250508,306968,path_548250508,,,,,,"LINESTRING (30.4731803 59.8782176, 30.4728247 59.8788097)",,,,,,,,,,
126,553371613,306988,path_553371613,,,,,,"LINESTRING (30.3134708 59.8504711, 30.3124863 59.8519412)",,,,,,,,,,
127,554247186,307001,path_554247186,,,,,,"LINESTRING (30.4572535 59.8799995, 30.4574311 59.8794694)",,,,,,,,,,
128,554247393,307010,path_554247393,,,,,,"LINESTRING (30.4681476 59.8817668, 30.4685059 59.8815744)",,,,,,,,,,
129,554254542,307012,path_554254542,,,,,,"LINESTRING (30.4624159 59.8803932, 30.4609725 59.8798962)",,,,,,,,,,
130,560442878,307052,path_560442878,,,,,,"LINESTRING (30.3158476 59.9254398, 30.3152468 59.9256402)",,,,,,,,,,
131,561414161,307054,path_561414161,,,,,,"LINESTRING (30.3060711 59.8598203, 30.3058094 59.8596998)",,,,,,,,,,
132,564107831,307055,path_564107831,,,,,,"LINESTRING (30.3229253 59.8491892, 30.3217949 59.8492343)",,,,,,,,,,
133,566444366,307087,path_566444366,,,,,,"LINESTRING (30.3210532 59.8486533, 30.3217949 59.8492343)",,,,,,,,,,
134,566444375,307090,path_566444375,,,,,,"LINESTRING (30.3224385 59.8457538, 30.3224633 59.8442834)",,,,,,,,,,
135,566713983,307111,path_566713983,,,,,,"LINESTRING (30.3233746 59.8490882, 30.3247165 59.8492749)",,,,,,,,,,
136,569256364,307139,path_569256364,,,,,,"LINESTRING (30.3243304 59.8491396, 30.3247165 59.8492749)",,,,,,,,,,
137,569560956,307155,path_569560956,,,,,,"LINESTRING (30.3200277 59.851853, 30.3211896 59.852063)",,,,,,,,,,
138,571202792,307225,path_571202792,,,,,,"LINESTRING (30.3308092 59.8468153, 30.3302774 59.8464246)",,,,,,,,,,
139,571202794,307226,path_571202794,,,,,,"LINESTRING (30.3305281 59.8472275, 30.3302127 59.8475395)",,,,,,,,,,
140,571614638,307236,path_571614638,,,,,,"LINESTRING (30.3305132 59.8474233, 30.3302127 59.8475395)",,,,,,,,,,
141,571614644,307268,path_571614644,,,,,,"LINESTRING (30.3269934 59.8512848, 30.3246176 59.850985)",,,,,,,,,,
142,575643791,307272,path_575643791,,,,,,"LINESTRING (30.4614602 59.9124835, 30.4608173 59.9121729)",,,,,,,,,,
143,575753926,307279,path_575753926,,,,,,"LINESTRING (30.4788423 59.9096801, 30.4786088 59.9109058)",,,,,,,,,,
144,575753937,307284,path_575753937,,,,,,"LINESTRING (30.4782404 59.9103627, 30.4781708 59.9108021)",,,,,,,,,,
145,579852128,307286,path_579852128,,,,,,"LINESTRING (30.4798804 59.883161, 30.4834779 59.8844238)",,,,,,,,,,
146,579858198,307292,path_579858198,,,,,,"LINESTRING (30.4814132 59.8836698, 30.4834779 59.8844238)",,,,,,,,,,
147,579868588,307293,path_579868588,,,,,,"LINESTRING (30.4841741 59.8840723, 30.4838962 59.8846661)",,,,,,,,,,
148,599292697,307297,path_599292697,,,,,,"LINESTRING (30.3302258 59.8531955, 30.3298742 59.8534463)",,,,,,,,,,
149,604938969,307299,path_604938969,,,,,,"LINESTRING (30.3508704 59.8692524, 30.3518165 59.8706466)",,,,,,,,,,
150,605004736,307302,path_605004736,,,,,,"LINESTRING (30.3433757 59.9277133, 30.3435958 59.9283512)",,,,,,,,,,
151,605004737,307305,path_605004737,,,,,,"LINESTRING (30.3437479 59.9291174, 30.3435958 59.9283512)",,,,,,,,,,
152,610288717,307316,path_610288717,,,,,,"LINESTRING (30.4739986 59.9433448, 30.4764476 59.9444406)",,,,,,,,,,
153,610298724,307319,path_610298724,,,,,,"LINESTRING (30.473551 59.9475457, 30.4732546 59.9471736)",,,,,,,,,,
154,610298734,307345,path_610298734,,,,,,"LINESTRING (30.4749984 59.9465681, 30.4752479 59.947626)",,,,,,,,,,
155,610299678,307346,path_610299678,,,,,,"LINESTRING (30.4691378 59.9464091, 30.4679811 59.9457309)",,,,,,,,,,
156,610299679,307347,path_610299679,,,,,,"LINESTRING (30.469366 59.9464996, 30.4705239 59.9464604)",,,,,,,,,,
157,610509918,307348,path_610509918,,,,,,"LINESTRING (30.2706915 59.890359, 30.2715889 59.8904142)",,,,,,,,,,
158,611223160,307357,path_611223160,,,,,,"LINESTRING (30.2745755 59.9376091, 30.2751945 59.9373201)",,,,,,,,,,
159,616507075,307372,path_616507075,,,,,,"LINESTRING (30.4075562 59.8360448, 30.4080982 59.8370555)",,,,,,,,,,
160,616507112,307400,path_616507112,,,,,,"LINESTRING (30.4183779 59.8347284, 30.4189826 59.8331282)",,,,,,,,,,
161,616507115,307408,path_616507115,,,,,,"LINESTRING (30.385687 59.8295681, 30.3855012 59.8289356)",,,,,,,,,,
162,616507120,307412,path_616507120,,,,,,"LINESTRING (30.3980625 59.8284987, 30.397645 59.8280656)",,,,,,,,,,
163,618581952,307413,path_618581952,,,,,,"LINESTRING (30.4414297 59.9316507, 30.4411833 59.9331586)",,,,,,,,,,
164,618601962,307422,path_618601962,,,,,,"LINESTRING (30.3220263 59.815021, 30.3231168 59.8155673)",,,,,,,,,,
165,619380584,307434,path_619380584,,,,,,"LINESTRING (30.4654371 59.9198296, 30.4639893 59.9213024)",,,,,,,,,,
166,621446068,307453,path_621446068,,,,,,"LINESTRING (30.2904344 59.8120158, 30.2941142 59.8133316)",,,,,,,,,,
167,621447681,307535,path_621447681,,,,,,"LINESTRING (30.2945449 59.8145379, 30.2941142 59.8133316)",,,,,,,,,,
168,622981715,307536,path_622981715,,,,,,"LINESTRING (30.3208061 59.9399571, 30.3197449 59.9402357)",,,,,,,,,,
169,629032298,307537,path_629032298,,,,,,"LINESTRING (30.4385008 59.8734526, 30.4372923 59.8732386)",,,,,,,,,,
170,632754407,307544,path_632754407,,,,,,"LINESTRING (30.3525082 59.8732496, 30.352135 59.8730604)",,,,,,,,,,
171,633147735,307548,path_633147735,,,,,,"LINESTRING (30.3112091 59.9334752, 30.3121902 59.9321118)",,,,,,,,,,
172,633147736,307559,path_633147736,,,,,,"LINESTRING (30.3110817 59.933103, 30.3121902 59.9321118)",,,,,,,,,,
173,633571432,307561,path_633571432,,,,,,"LINESTRING (30.4663315 59.866508, 30.4656835 59.867489)",,,,,,,,,,
174,633582445,307570,path_633582445,,,,,,"LINESTRING (30.313389 59.8644392, 30.3140351 59.8647157)",,,,,,,,,,
175,636823212,307602,path_636823212,,,,,,"LINESTRING (30.314548 59.862609, 30.3142128 59.8627376)",,,,,,,,,,
176,636823216,307611,path_636823216,,,,,,"LINESTRING (30.3146429 59.8646017, 30.3140351 59.8647157)",,,,,,,,,,
177,636823220,307623,path_636823220,,,,,,"LINESTRING (30.320121 59.8646047, 30.3204541 59.8648213)",,,,,,,,,,
178,638315197,308183,path_638315197,,,,,,"LINESTRING (30.3140789 59.851476, 30.3147792 59.8519724)",,,,,,,,,,
179,638466037,308186,path_638466037,,,,,,"LINESTRING (30.3909083 59.8581901, 30.390837 59.8587426)",,,,,,,,,,
180,638679771,308190,path_638679771,,,,,,"LINESTRING (30.3787712 59.8554385, 30.3784576 59.8559187)",,,,,,,,,,
181,638679785,308191,path_638679785,,,,,,"LINESTRING (30.3794036 59.8556815, 30.3795779 59.8561151)",,,,,,,,,,
182,640444992,308202,path_640444992,,,,,,"LINESTRING (30.2234066 59.8562287, 30.2233178 59.8532641)",,,,,,,,,,
183,641893513,308203,path_641893513,,,,,,"LINESTRING (30.477261 59.8830466, 30.4758824 59.8782362)",,,,,,,,,,
184,641900674,308205,path_641900674,,,,,,"LINESTRING (30.4753903 59.8826794, 30.4716879 59.8821932)",,,,,,,,,,
185,642164934,308206,path_642164934,,,,,,"LINESTRING (30.31305 59.8687791, 30.3138648 59.868159)",,,,,,,,,,
186,642355840,308223,path_642355840,,,,,,"LINESTRING (30.3725092 59.8555305, 30.3709098 59.8551381)",,,,,,,,,,
187,643024517,308224,path_643024517,,,,,,"LINESTRING (30.4037717 59.8637892, 30.4033723 59.8622005)",,,,,,,,,,
188,643815000,308225,path_643815000,,,,,,"LINESTRING (30.3821077 59.8527835, 30.3819885 59.8534979)",,,,,,,,,,
189,643977152,308226,path_643977152,,,,,,"LINESTRING (30.387962 59.8491209, 30.388197 59.8487874)",,,,,,,,,,
190,646730288,308228,path_646730288,,,,,,"LINESTRING (30.3217891 59.9253529, 30.3235324 59.9242055)",,,,,,,,,,
191,646920899,308229,path_646920899,,,,,,"LINESTRING (30.31915 59.9215763, 30.3193994 59.9226239)",,,,,,,,,,
192,648100755,308230,path_648100755,,,,,,"LINESTRING (30.3240576 59.8491339, 30.3247165 59.8492749)",,,,,,,,,,
193,648215751,308237,path_648215751,,,,,,"LINESTRING (30.3209558 59.8498404, 30.3217949 59.8492343)",,,,,,,,,,
194,648241067,308238,path_648241067,,,,,,"LINESTRING (30.3205789 59.8513774, 30.3212303 59.8513983)",,,,,,,,,,
195,648241068,308258,path_648241068,,,,,,"LINESTRING (30.3205967 59.8511557, 30.3212303 59.8513983)",,,,,,,,,,
196,648241078,308259,path_648241078,,,,,,"LINESTRING (30.3196525 59.8518479, 30.3211896 59.852063)",,,,,,,,,,
197,648241080,308260,path_648241080,,,,,,"LINESTRING (30.320481 59.8523748, 30.3211691 59.852401)",,,,,,,,,,
198,648312445,308261,path_648312445,,,,,,"LINESTRING (30.325295 59.85308, 30.3244787 59.8533881)",,,,,,,,,,
199,648312452,308274,path_648312452,,,,,,"LINESTRING (30.3250023 59.8537618, 30.3244787 59.8533881)",,,,,,,,,,
200,648312459,308285,path_648312459,,,,,,"LINESTRING (30.3268314 59.8536827, 30.3244787 59.8533881)",,,,,,,,,,
201,648312470,308348,path_648312470,,,,,,"LINESTRING (30.3278605 59.8547941, 30.3295612 59.8549882)",,,,,,,,,,
202,648312473,308356,path_648312473,,,,,,"LINESTRING (30.3293176 59.8538749, 30.3296454 59.8534632)",,,,,,,,,,
203,648467315,308358,path_648467315,,,,,,"LINESTRING (30.3251952 59.8552166, 30.3243836 59.8550362)",,,,,,,,,,
204,648467356,308379,path_648467356,,,,,,"LINESTRING (30.30855 59.8513847, 30.3082406 59.8518876)",,,,,,,,,,
205,648495358,308401,path_648495358,,,,,,"LINESTRING (30.3207201 59.8545545, 30.3214764 59.8548746)",,,,,,,,,,
206,648541971,308402,path_648541971,,,,,,"LINESTRING (30.3266199 59.8507175, 30.3246176 59.850985)",,,,,,,,,,
207,648541982,308455,path_648541982,,,,,,"LINESTRING (30.3302022 59.8535765, 30.3298742 59.8534463)",,,,,,,,,,
208,648541985,308476,path_648541985,,,,,,"LINESTRING (30.3305566 59.8518604, 30.3299884 59.8520466)",,,,,,,,,,
209,649181703,308500,path_649181703,,,,,,"LINESTRING (30.5919925 59.7456788, 30.5924932 59.7457397)",,,,,,,,,,
210,649201010,309101,path_649201010,,,,,,"LINESTRING (30.5952115 59.7494456, 30.5938762 59.7493163)",,,,,,,,,,
211,649201015,309105,path_649201015,,,,,,"LINESTRING (30.595274 59.7494948, 30.5938762 59.7493163)",,,,,,,,,,
212,649226061,314869,path_649226061,,,,,,"LINESTRING (30.5820126 59.7424461, 30.5814766 59.7423242)",,,,,,,,,,
213,649226110,314931,path_649226110,,,,,,"LINESTRING (30.5906595 59.7493564, 30.59114 59.749547)",,,,,,,,,,
214,649226202,314997,path_649226202,,,,,,"LINESTRING (30.6046295 59.7490916, 30.6060769 59.7491982)",,,,,,,,,,
215,649245201,315027,path_649245201,,,,,,"LINESTRING (30.5918803 59.7453391, 30.5924932 59.7457397)",,,,,,,,,,
216,649294052,315203,path_649294052,,,,,,"LINESTRING (30.6034783 59.7485502, 30.602485 59.7495581)",,,,,,,,,,
217,649354233,315205,path_649354233,,,,,,"LINESTRING (30.4119588 59.9281909, 30.4119769 59.9285471)",,,,,,,,,,
