,id,y,x,street_count,lat,lon,geometry,highway,name,ref,zone
23,428882377,59.9400724,30.4755822,,59.9400724,30.4755822,POINT (30.4755822 59.9400724),,Сбербанк,,79
24,428882379,59.9388014,30.4775021,,59.9388014,30.4775021,POINT (30.4775021 59.9388014),,Озерки,,79
25,428942365,59.9393014,30.4753499,,59.9393014,30.4753499,POINT (30.4753499 59.9393014),,Пятёрочка,,79
26,428942366,59.9424713,30.4784615,,59.9424713,30.4784615,POINT (30.4784615 59.9424713),,Детская библиотека Кит,,79
27,428970814,59.9433672,30.4741692,,59.9433672,30.4741692,POINT (30.4741692 59.9433672),,FOSP,,79
28,429923619,59.9365111,30.4891133,,59.9365111,30.4891133,POINT (30.4891133 59.9365111),,Пятёрочка,,79
29,430535263,59.9477852,30.4741153,,59.9477852,30.4741153,POINT (30.4741153 59.9477852),,Сбербанк,,79
30,431100875,59.8963785,30.4925689,,59.8963785,30.4925689,POINT (30.4925689 59.8963785),,,,24
31,431100880,59.8961396,30.4925224,,59.8961396,30.4925224,POINT (30.4925224 59.8961396),,,,24
32,431100882,59.8962563,30.4925451,,59.8962563,30.4925451,POINT (30.4925451 59.8962563),,Автомойка,,24
