,element_type,osmid,geometry,name,amenity,landuse,shop
375,node,799905217,POINT (30.2462723 59.9306288),Пекарня Арго,cafe,,
376,node,799905326,POINT (30.2448581 59.9304573),Клио,cafe,,
377,node,800276877,POINT (30.25414 59.9335159),Старый двор,cafe,,
378,node,800277068,POINT (30.2531682 59.9332138),Скуратов,cafe,,
379,node,800277831,POINT (30.2542495 59.933617),Домино,theatre,,
380,node,800278378,POINT (30.2557912 59.9339558),,fast_food,,
381,node,800278405,POINT (30.2505821 59.9315775),Озерки,pharmacy,,
382,node,800541296,POINT (30.4125728 59.7154395),Церковь Рождества Пресвятой Богородицы,place_of_worship,,
383,node,800807402,POINT (30.5645552 59.8144287),Солнечная Долина,restaurant,,
384,node,800900891,POINT (30.2486086 59.9288685),Столовая,cafe,,
385,node,800946224,POINT (30.5635243 59.809661),Стиль,,,beauty
386,node,800952672,POINT (30.5615433 59.8111315),,,,convenience
387,node,801119342,POINT (30.4100613 59.716036),Фармакор,pharmacy,,
388,node,801260794,POINT (30.2555079 59.9309037),ВТБ,bank,,
389,node,801260895,POINT (30.2526043 59.9300398),Долина,cafe,,
390,node,801917791,POINT (30.5650826 59.8141863),,,,convenience
391,node,801917793,POINT (30.5642137 59.8142103),Горные вершины,pharmacy,,
392,node,801926763,POINT (30.5697791 59.8116685),Берёзка,,,convenience
393,node,801926769,POINT (30.5692703 59.8112572),Форум,cafe,,
394,node,803916821,POINT (30.3294605 59.9265962),Хлебник,,,bakery
395,node,803916835,POINT (30.3289353 59.9268616),Кемер,cafe,,
396,node,803916861,POINT (30.3259447 59.9283398),Продукты,,,convenience
397,node,803916923,POINT (30.3227028 59.9286666),Петербургские аптеки,pharmacy,,
398,node,803971219,POINT (30.3155101 59.9326804),Столовая Ложка,fast_food,,
399,node,804355367,POINT (30.418068 59.7254629),Лайм,,,beauty
400,node,805518671,POINT (30.2374852 59.9375965),Гастрономъ №42,,,convenience
401,node,805518794,POINT (30.2359773 59.9339864),Кожно-венерологический диспансер №1,doctors,,
402,node,805518865,POINT (30.2344669 59.9372825),Кебаб,fast_food,,
403,node,805882220,POINT (30.4207849 59.7341409),San Pizzerino,restaurant,,
404,node,805882239,POINT (30.4207417 59.7343598),Магнит,,,supermarket
405,node,806509571,POINT (30.3168506 59.9358698),Теремок,fast_food,,
406,node,806509579,POINT (30.3179005 59.9362489),ББР Банк,bank,,
407,node,806509586,POINT (30.3137505 59.9344236),Север-Метрополь,cafe,,pastry
408,node,806509590,POINT (30.3131432 59.9342883),Jérôme,restaurant,,
409,node,806509595,POINT (30.3160576 59.93527),Евразия,restaurant,,
410,node,806550917,POINT (30.3379176 59.9348723),,fast_food,,
411,node,806551015,POINT (30.3380027 59.9375699),Уралсиб,bank,,
412,node,806551036,POINT (30.3349711 59.9318173),Банк Санкт-Петербург,bank,,
413,node,806633792,POINT (30.3058882 59.9243299),Винлаб,,,alcohol
414,node,806724642,POINT (30.3127991 59.9337304),"Sea, Signora",restaurant,,
415,node,807160765,POINT (30.4016147 59.7178653),Keb House & Good Coffee,fast_food,,
416,node,808014170,POINT (30.3243436 59.9358111),Coffeeshop Company,cafe,,
417,node,808071440,POINT (30.3248417 59.929908),Продукты,,,convenience
418,node,808071472,POINT (30.3280892 59.9319136),Невис,pharmacy,,
419,node,809129139,POINT (30.4143812 59.9268569),,pub,,
420,node,811008180,POINT (30.3230078 59.9291358),Приют комедианта,theatre,,
421,node,811008185,POINT (30.3214187 59.92907),Гоблинский пунш,pub,,
422,node,811008186,POINT (30.3211077 59.9307805),Ворон и ворон,bar,,
423,node,811008195,POINT (30.3191992 59.928211),Фиалка,pharmacy,,
424,node,811045810,POINT (30.3453555 59.9285415),Вита Экспресс,pharmacy,,
425,node,817923410,POINT (30.398678 59.7203591),,,,convenience
426,node,819235164,POINT (30.314595 59.9336054),Доктор Столетов,pharmacy,,
427,node,819235327,POINT (30.319713 59.930395),Киликия,cafe,,
428,node,819235358,POINT (30.317885 59.9373704),БМ4,restaurant,,
429,node,824519420,POINT (30.3052693 59.9321985),Тепло,restaurant,,
430,node,827968016,POINT (30.4062914 59.7223182),Жела,cafe,,
431,node,832548774,POINT (30.3751589 59.9274822),Доктор Столетов,pharmacy,,
432,node,833668613,POINT (30.2958565 59.9268619),Chela,restaurant,,
433,node,835856762,POINT (30.4062582 59.7249226),Евразия,restaurant,,
434,node,835856774,POINT (30.4082054 59.7236509),,,,convenience
435,node,835856778,POINT (30.4076432 59.7232423),"Ветеринарная клиника ""Манул""",veterinary,,
436,node,838474937,POINT (30.3445379 59.9296689),Чайный Дом,cafe,,
437,node,838474939,POINT (30.3450738 59.9294193),Bora-Bora,,,beauty
438,node,841443848,POINT (30.2346274 59.9433156),Магнит,,,supermarket
439,node,841443857,POINT (30.2350716 59.943416),Дача,restaurant,,
440,node,842080744,POINT (30.248703 59.9352951),Камю,,,beauty
441,node,842080958,POINT (30.2426212 59.9381519),Пятёрочка,,,supermarket
442,node,842081375,POINT (30.2428933 59.9361109),Пятёрочка,,,supermarket
443,node,842081453,POINT (30.2491897 59.9354151),Клиника Солнце,doctors,,
444,node,842081474,POINT (30.2380163 59.9376588),Пятёрочка,,,supermarket
445,node,842081476,POINT (30.2489094 59.9359422),Makas,,,beauty
446,node,842081669,POINT (30.2387759 59.9352596),Мегалюкс,,,clothes
447,node,846229395,POINT (30.3982436 59.7220319),Рекон,cafe,,
448,node,847328801,POINT (30.4021207 59.7263514),,,,convenience
449,node,849150602,POINT (30.3572146 59.9182547),Пятёрочка,,,supermarket
450,node,849150686,POINT (30.3529565 59.9216903),Империя платья,,,clothes
451,node,849158693,POINT (30.352257 59.9221372),Продукты,,,convenience
452,node,849160496,POINT (30.3581062 59.9164642),FreshAuto,car_wash,,
453,node,849683614,POINT (30.3490332 59.9454718),Eurospar,,,supermarket
454,node,861288180,POINT (30.3457609 59.8718638),,car_wash,,
455,node,863647646,POINT (30.4071999 59.7271142),Автозапчасти,,,car_parts
456,node,863647710,POINT (30.4067633 59.7267831),,,,convenience
457,node,863647720,POINT (30.4067701 59.7262913),Эдифарм,pharmacy,,
458,node,863647726,POINT (30.40825 59.7294547),Центральная районная детская библиотека,library,,
459,node,863647826,POINT (30.4070465 59.7269882),Домашний любимец,veterinary,,pet
460,node,863647947,POINT (30.4054497 59.7296191),Ротонда,restaurant,,
461,node,864614178,POINT (30.4903804 59.9364851),Продукты,,,convenience
462,node,867560310,POINT (30.3070961 59.9081215),Мидийное место,fast_food,,
463,node,867589613,POINT (30.5831013 59.7409242),Вкусно — и точка,fast_food,,
464,node,868523737,POINT (30.2451531 59.8463984),The Templet Bar,pub,,
465,node,872038353,POINT (30.6185058 59.7578733),Кворум,,,convenience
466,node,872038355,POINT (30.6186378 59.7578193),,,,car_repair
467,node,872057484,POINT (30.4061525 59.9285914),az495,,,car_repair
468,node,872757375,POINT (30.4504631 59.9394559),Экспресс мойка,car_wash,,
469,node,873561540,POINT (30.5836052 59.7408235),Лента,,,supermarket
470,node,873604274,POINT (30.5902171 59.6982473),Шашлычная,cafe,,
471,node,877650691,POINT (30.3341403 59.8519551),Квартал,cafe,,
472,node,877650695,POINT (30.3324336 59.8519206),Рубин,pharmacy,,
473,node,877650811,POINT (30.3352881 59.8519685),Перевоплощение,,,beauty
474,node,878584485,POINT (30.3820927 59.8299495),Бургер Кинг,fast_food,,
475,node,879126062,POINT (30.5784058 59.7412485),Дикси,,,supermarket
476,node,879400368,POINT (30.3247496 59.8535234),Теремок,fast_food,,
477,node,887153256,POINT (30.3349516 59.9355555),Столовая,fast_food,,
478,node,888561401,POINT (30.3325547 59.9348177),Евразия,restaurant,,
479,node,888992997,POINT (30.3788604 59.8586428),Горздрав,pharmacy,,
480,node,888993003,POINT (30.3789094 59.8582713),Магнит,,,supermarket
481,node,891394193,POINT (30.3513644 59.9220921),Bollywood Nights,restaurant,,
482,node,893147283,POINT (30.2693815 59.8380012),Невис,pharmacy,,
483,node,893147286,POINT (30.2699787 59.8382066),Пятёрочка,,,supermarket
484,node,893147290,POINT (30.2704824 59.8384653),Семишагофф,,,supermarket
485,node,893152507,POINT (30.2555426 59.8409871),Мелодия здоровья,pharmacy,,
486,node,898633478,POINT (30.2911631 59.8145998),Будь здоров!,pharmacy,,
487,node,899675630,POINT (30.4002323 59.8340076),Невис,pharmacy,,
488,node,900379015,POINT (30.4766494 59.9219854),Пироговый дворик,restaurant,,
489,node,904161047,POINT (30.4461828 59.9129376),Васаби,restaurant,,
490,node,904161059,POINT (30.445929 59.9132029),Университетская Аптека,pharmacy,,
491,node,904161061,POINT (30.4835081 59.9087971),Rostic`s,fast_food,,
492,node,904161065,POINT (30.4831069 59.9087253),Евразия,restaurant,,
493,node,906762588,POINT (30.4038685 59.8364684),Перекрёсток,,,supermarket
494,node,906792286,POINT (30.3223017 59.9333028),Manneken Pis,pub,,
495,node,906792290,POINT (30.3239247 59.9306426),Траст,bank,,
496,node,906792294,POINT (30.3249171 59.929935),Felicita,fast_food,,
497,node,906792297,POINT (30.3249345 59.9300473),Кофейня на Садовой,cafe,,
498,node,906792308,POINT (30.3222061 59.9327781),Сбербанк,bank,,
499,node,906792328,POINT (30.3229252 59.9332975),Сулико,restaurant,,
500,node,906807346,POINT (30.324109 59.8595384),Университет ИТМО,university,,
501,node,907145589,POINT (30.2203831 59.8530811),Перекрёсток,,,supermarket
502,node,907206263,POINT (30.219852 59.8531162),Бургер Кинг,fast_food,,
503,node,907286067,POINT (30.2294658 59.8586682),Теремок,fast_food,,
504,node,907972265,POINT (30.3083598 59.9277799),Народная аптека,pharmacy,,
505,node,908454443,POINT (30.2971234 59.9268848),ВТБ,bank,,
506,node,909068849,POINT (30.2685565 59.8499931),Кофе Хауз,cafe,,
507,node,909068890,POINT (30.3215758 59.924529),Kimchi to go,fast_food,,
508,node,909068897,POINT (30.3203344 59.9263962),Спорт-Бар,bar,,
509,node,909068934,POINT (30.2680285 59.8509928),Вкусно — и точка,fast_food,,
510,node,909068965,POINT (30.3206191 59.9266368),Barashki,restaurant,,
511,node,909068968,POINT (30.2680254 59.8508579),Васабико,restaurant,,
512,node,909367651,POINT (30.2580587 59.8596887),ПТК,fuel,,no
513,node,910328077,POINT (30.2581422 59.9316866),Gong fu la mian,cafe,,
514,node,910855173,POINT (30.3012239 59.9278184),Линдфорс,cafe,,
515,node,911016414,POINT (30.307984 59.9261021),Сити-Фарм,pharmacy,,
516,node,911016416,POINT (30.3080573 59.929123),1913 год,restaurant,,
517,node,911837047,POINT (30.1412673 59.8350613),Пятёрочка,,,supermarket
518,node,911966982,POINT (30.4367101 59.912837),Юнион,car_wash,,
519,node,912438463,POINT (30.486173 59.9149981),Пятёрочка,,,supermarket
520,node,913616445,POINT (30.46135 59.9108977),Продукты,,,convenience
521,node,914333388,POINT (30.3107238 59.928896),Алоэ,pharmacy,,
522,node,914800862,POINT (30.207579 59.847191),Пятёрочка,,,supermarket
523,node,914800955,POINT (30.2148008 59.8529273),Евразия,restaurant,,
524,node,914800967,POINT (30.214587 59.8529661),,pharmacy,,
525,node,914850425,POINT (30.4698178 59.9120284),Волна,cafe,,
526,node,914850441,POINT (30.4549388 59.9048062),,fast_food,,
527,node,915666760,POINT (30.3113486 59.9276054),Булочная Ф. Вольчека,,,bakery
528,node,915686477,POINT (30.4765308 59.9057512),Сеть магазинов разливного пива,,,alcohol
529,node,915686478,POINT (30.4782705 59.9043596),Горные вершины,pharmacy,,
530,node,915686480,POINT (30.479921 59.905591),Цех85,cafe,,bakery
531,node,915686482,POINT (30.4805444 59.9065719),Продукты,,,convenience
532,node,915686488,POINT (30.4779103 59.9060671),Продукты,,,convenience
533,node,915754602,POINT (30.4731562 59.9159429),Бистро,cafe,,
534,node,915754605,POINT (30.4771777 59.9137886),Диван,cafe,,
535,node,915754617,POINT (30.4738129 59.9173846),Гнездо,restaurant,,
536,node,915754632,POINT (30.4805401 59.9080155),Бистро,cafe,,
537,node,915754634,POINT (30.4726596 59.9187387),Озерки,pharmacy,,
538,node,916784031,POINT (30.3125264 59.9291766),Шумли,cafe,,
539,node,918186961,POINT (30.3142234 59.9298314),Хачапури & вино,restaurant,,
540,node,918186962,POINT (30.31288 59.9340883),Дом мясника,restaurant,,
541,node,918186963,POINT (30.3136954 59.9307694),ШарБар,cafe,,
542,node,918195731,POINT (30.3185749 59.9278074),Совкомбанк,bank,,
543,node,918195732,POINT (30.3181543 59.9276386),Сбербанк,bank,,
544,node,918389626,POINT (30.4765585 59.9219668),Лекрус,pharmacy,,
545,node,918456666,POINT (30.2691601 59.8815762),Пятёрочка,,,supermarket
546,node,918456759,POINT (30.2694775 59.8819352),Би-Би,,,car_parts
547,node,918481549,POINT (30.4648875 59.9195483),Балтинвестбанк,bank,,
548,node,918712222,POINT (30.2606188 59.8686123),Дикси,,,supermarket
549,node,918712256,POINT (30.355725 59.9211207),Тарелка столовая,fast_food,,
550,node,919640123,POINT (30.315315 59.9291195),Аллегро,restaurant,,
551,node,919640125,POINT (30.3179534 59.9275562),Чайникофф,cafe,,
552,node,919664420,POINT (30.4491803 59.9095781),Радуга,pharmacy,,
553,node,920079995,POINT (30.310361 59.928798),Джукито,restaurant,,
554,node,920079996,POINT (30.316815 59.9274974),Булочная Ф. Вольчека,,,bakery
555,node,920079997,POINT (30.3105901 59.9286512),Juno,cafe,,
556,node,920079999,POINT (30.3122325 59.9294738),Вертинский,cafe,,
557,node,920624473,POINT (30.3110914 59.9318236),Sixty Four,restaurant,,
558,node,920624483,POINT (30.312642 59.9292064),Малатан,cafe,,
559,node,920956435,POINT (30.3208034 59.8778262),Стома-Люкс,dentist,,
560,node,921242996,POINT (30.3345279 59.770274),Продукты,,,convenience
561,node,922439823,POINT (30.3812411 59.810229),Пятёрочка,,,supermarket
562,node,922439939,POINT (30.3813017 59.8101952),,pharmacy,,
563,node,922485311,POINT (30.3231404 59.9359548),Лингвини,restaurant,,
564,node,922666753,POINT (30.3075808 59.9263045),Sabr,cafe,,
565,node,922666754,POINT (30.3083673 59.92667),Пятёрочка,,,supermarket
566,node,925667510,POINT (30.3084269 59.9276112),Все твои друзья,bar,,
567,node,927340537,POINT (30.464201 59.9013075),,bank,,
568,node,928523968,POINT (30.3169306 59.9273738),Hochu Coffee,cafe,,
569,node,929240459,POINT (30.5000348 59.9136231),Автомойка,car_wash,,
570,node,930241522,POINT (30.4090726 59.9262),Дикси,,,supermarket
571,node,930392339,POINT (30.3144682 59.9264595),Зелёная линия,pharmacy,,
572,node,930734306,POINT (30.2999698 59.839055),Опель-центр,,,car_repair
573,node,930735381,POINT (30.2998066 59.8391279),Опель-центр,car_wash,,
574,node,931819241,POINT (30.308796 59.9269081),Versia,,,clothes
575,node,931819262,POINT (30.3257901 59.935651),René cafe,cafe,,
576,node,932107974,POINT (30.3549322 59.9311455),Столовая №1,fast_food,,
577,node,932730069,POINT (30.471569 59.928218),,pharmacy,,
578,node,932730070,POINT (30.4833202 59.9222406),Дикси,,,supermarket
579,node,932730075,POINT (30.4727589 59.9308812),Сбербанк,bank,,
