,element_type,osmid,geometry,name,amenity,landuse,shop
5498,node,4302551789,POINT (30.3397541 59.933925),Beer House,pub,,
5499,node,4303199690,POINT (30.3069958 59.9157543),Тарелка,fast_food,,
5500,node,4303753328,POINT (30.3544007 59.9360803),Центр медицинской косметологии на Жуковского,,,beauty
5501,node,4303753329,POINT (30.3543373 59.9360812),Chic Nail,,,beauty
5502,node,4303770715,POINT (30.3551082 59.9354427),Крилони,,,clothes
5503,node,4303778502,POINT (30.3549483 59.9341957),ТриКотаЖ,,,clothes
5504,node,4303778503,POINT (30.3550683 59.9351601),Экофарм,pharmacy,,
5505,node,4303791816,POINT (30.3551455 59.9354592),Крилони,,,clothes
5506,node,4303818501,POINT (30.354716 59.9355176),,,,convenience
5507,node,4303831692,POINT (30.3079064 59.9247543),Петербургские аптеки,pharmacy,,
5508,node,4303834891,POINT (30.354943 59.9341503),Соберуши,fast_food,,
5509,node,4305680332,POINT (30.3224175 59.918206),Евразия,restaurant,,
5510,node,4307044567,POINT (30.5266729 59.8803848),,cafe,,
5511,node,4307044568,POINT (30.5262832 59.8790825),Лукойл,cafe,,
5512,node,4307880290,POINT (30.3437331 59.9385666),LaCelletta Caffè,cafe,,
5513,node,4308092863,POINT (30.2612736 59.8663506),Бабушкины пироги,fast_food,,
5514,node,4308092865,POINT (30.2611217 59.8675903),Paramount,cafe,,
5515,node,4309729393,POINT (30.2724842 59.7995553),Мясник и море,cafe,,
5516,node,4314029090,POINT (30.3863125 59.8580626),Санкт-Петербург,bank,,
5517,node,4314029389,POINT (30.3810703 59.8569553),Сбербанк,bank,,
5518,node,4314647889,POINT (30.3987259 59.7219843),Pushkin Cake,cafe,,
5519,node,4314958491,POINT (30.3866739 59.8743422),Лорд бургер,cafe,,
5520,node,4315493091,POINT (30.4100724 59.7295452),Авокадо,cafe,,
5521,node,4315744589,POINT (30.4865286 59.8675147),Подшипник-Плюс,,,car_parts
5522,node,4315744590,POINT (30.473138 59.8596254),АВМ-Подшипник,,,car_parts
5523,node,4316002691,POINT (30.3596041 59.9384321),Fligel Design Store,,,clothes
5524,node,4317394851,POINT (30.6446548 59.9325174),,veterinary,,
5525,node,4317394853,POINT (30.6446705 59.9318069),Продукты,,,convenience
5526,node,4318865557,POINT (30.3464564 59.9279292),Магнит,,,supermarket
5527,node,4319515789,POINT (30.275191 59.9384527),Жемчужина Востока,cafe,,
5528,node,4320793765,POINT (30.3379482 59.8977924),Remmits,,,car_repair
5529,node,4322216189,POINT (30.2614554 59.8666622),Восточный,bank,,
5530,node,4322216194,POINT (30.261378 59.8667355),Мировой,,,convenience
5531,node,4322216195,POINT (30.2610705 59.8678607),Горздрав,pharmacy,,
5532,node,4322216196,POINT (30.2607982 59.8685268),РосАл,,,alcohol
5533,node,4322216200,POINT (30.2610837 59.8677473),Фиджи,,,beauty
5534,node,4322216206,POINT (30.2615187 59.8669736),,,,clothes
5535,node,4322924689,POINT (30.3198732 59.8495756),Чумадан,,,clothes
5536,node,4322958497,POINT (30.3293792 59.9314404),Комильфо,,,clothes
5537,node,4323722192,POINT (30.4434831 59.6864618),Грушенька,cafe,,
5538,node,4324684192,POINT (30.2335141 59.8431254),Городская поликлиника №43,doctors,,
5539,node,4325735990,POINT (30.4700532 59.9012142),Vag-mag.Net,,,car_parts
5540,node,4325863689,POINT (30.4739152 59.898915),Ароматный мир,,,alcohol
5541,node,4325863691,POINT (30.4702292 59.901033),Продукты,,,convenience
5542,node,4325940190,POINT (30.3518471 59.8319253),Beer House,pub,,
5543,node,4326240633,POINT (30.3562053 59.9218733),Green point,fast_food,,
5544,node,4326243711,POINT (30.4680578 59.9052215),Ollis,cafe,,
5545,node,4326243712,POINT (30.4681195 59.9051559),Терраса,cafe,,
5546,node,4326487153,POINT (30.1520375 59.8479581),Сбербанк,bank,,
5547,node,4327027896,POINT (30.3604907 59.830928),,car_wash,,
5548,node,4329424808,POINT (30.1462962 59.852434),,pharmacy,,
5549,node,4329424823,POINT (30.146258 59.8513712),,,,convenience
5550,node,4329424824,POINT (30.1463278 59.8531998),Хороший,,,convenience
5551,node,4329475190,POINT (30.3242044 59.9394249),Pizza 22 cm,cafe,,
5552,node,4330465690,POINT (30.1556733 59.8224821),,car_wash,,
5553,node,4330465794,POINT (30.1542751 59.8213906),,car_wash,,
5554,node,4331532896,POINT (30.3512512 59.9274963),28 отдел шавермы,cafe,,
5555,node,4331532899,POINT (30.3509808 59.9275284),Булочная Ф. Вольчека,,,bakery
5556,node,4331532903,POINT (30.3477568 59.9264903),Росбанк,bank,,
5557,node,4331919089,POINT (30.4078461 59.9284056),Озерки,pharmacy,,
5558,node,4333101656,POINT (30.4843203 59.9225173),Glory Pub,pub,,
5559,node,4333358291,POINT (30.3225776 59.8646771),Эсте,,,beauty
5560,node,4334759572,POINT (30.3496131 59.9326975),Меди,doctors,,
5561,node,4335038115,POINT (30.1951237 59.8585365),Моё бельё,,,clothes
5562,node,4335522591,POINT (30.3725263 59.864681),Продукты,,,convenience
5563,node,4335522592,POINT (30.3718959 59.8645616),Пятёрочка,,,supermarket
5564,node,4335702291,POINT (30.345081 59.9359911),Mama Roma,restaurant,,
5565,node,4336219991,POINT (30.3010967 59.89485),Продукты,,,convenience
5566,node,4336289891,POINT (30.2650141 59.9376598),Слойка,cafe,,
5567,node,4336289994,POINT (30.2645308 59.9380755),Ollis,cafe,,
5568,node,4337929585,POINT (30.3590261 59.920137),Gruzdev Clinic,clinic,,
5569,node,4338759545,POINT (30.1968298 59.8612583),Кальянный клуб Волна,cafe,,
5570,node,4338774512,POINT (30.2226646 59.8565238),Аптека,pharmacy,,
5571,node,4338774746,POINT (30.2250589 59.8559722),Rostic`s,fast_food,,
5572,node,4338774748,POINT (30.2260862 59.8562356),Белорусские продукты,,,convenience
5573,node,4338774749,POINT (30.2259843 59.8562565),Бутерброд,cafe,,
5574,node,4338774750,POINT (30.2261533 59.8562201),Товары для дома из Финляндии,,,convenience
5575,node,4338782372,POINT (30.2278058 59.8571564),33 зуб,dentist,,
5576,node,4338784385,POINT (30.2263893 59.8592593),,,,convenience
5577,node,4339476699,POINT (30.3469419 59.928559),Smile.lab,dentist,,beauty
5578,node,4339558301,POINT (30.6292259 59.7851382),Сбербанк,bank,,
5579,node,4339612889,POINT (30.3384383 59.9189984),Авангард,bank,,
5580,node,4339647390,POINT (30.5834383 59.7340404),Европейский институт здоровья семьи,clinic,,
5581,node,4340138291,POINT (30.1981628 59.8582756),Градусы,,,alcohol
5582,node,4340150551,POINT (30.206077 59.8545398),Белорусские продукты,,,convenience
5583,node,4340150552,POINT (30.2091454 59.8553789),Сушишоп,fast_food,,
5584,node,4340150785,POINT (30.2065772 59.8547553),,,,convenience
5585,node,4340160045,POINT (30.2084232 59.854352),Лавка съестная,,,convenience
5586,node,4340221324,POINT (30.3316883 59.8262592),Тепло,,,beauty
5587,node,4340518700,POINT (30.3208124 59.9384244),Illicit,,,clothes
5588,node,4340696996,POINT (30.3779659 59.9381178),Чечил,restaurant,,
5589,node,4340737689,POINT (30.6439462 59.7802247),,,,convenience
5590,node,4340811789,POINT (30.618755 59.75775),кворум,,,car_parts
5591,node,4341168290,POINT (30.3199532 59.93119),Coffee 22,cafe,,
5592,node,4341597190,POINT (30.3476926 59.9345191),"Знакомьтесь, Джо",cafe,,
5593,node,4341705691,POINT (30.3562993 59.9389331),Bazin,bar,,
5594,node,4341705790,POINT (30.3579643 59.9389037),Сидр и Нэнси,bar,,
5595,node,4343693087,POINT (30.347736 59.9442358),Люкс,,,beauty
5596,node,4344535389,POINT (30.3736722 59.9371608),Степнов,restaurant,,
5597,node,4344969091,POINT (30.3505527 59.9275778),Этнос,restaurant,,
5598,node,4345362591,POINT (30.4724768 59.7624705),,,,convenience
5599,node,4345491189,POINT (30.3738308 59.9285742),Департамент Кофе,cafe,,
5600,node,4345600292,POINT (30.5006397 59.9398912),Продукты,,,convenience
5601,node,4345656593,POINT (30.3448052 59.9380696),St. Martin,bar,,
5602,node,4345674694,POINT (30.3736425 59.9375852),Rene,,,clothes
5603,node,4345968689,POINT (30.3377446 59.8884101),Пельмешъ,fast_food,,
5604,node,4347097589,POINT (30.3388857 59.9302804),Люблю,bar,,
5605,node,4347745943,POINT (30.2093131 59.8555533),Первая помощь,pharmacy,,
5606,node,4348000789,POINT (30.426101 59.9321372),Продукты,,,convenience
5607,node,4348288489,POINT (30.3511398 59.9284709),Прокофе,cafe,,
5608,node,4348299589,POINT (30.5072371 59.9458163),,car_wash,,
5609,node,4349493793,POINT (30.3421864 59.9197222),Доктор САН,clinic,,
5610,node,4349647004,POINT (30.3223015 59.9247488),Винлаб,,,alcohol
5611,node,4350026194,POINT (30.3240975 59.9392194),Каха бар,cafe,,
5612,node,4350026301,POINT (30.3274014 59.9389725),Пекарня,cafe,,
5613,node,4350026302,POINT (30.3255741 59.9389537),Сан клиник,clinic,,
5614,node,4350026304,POINT (30.3241482 59.9407516),Барслона,cafe,,
5615,node,4350028792,POINT (30.3237619 59.9399726),Премиум,,,convenience
5616,node,4350029091,POINT (30.3271572 59.9400463),Мустанг,car_wash,,
5617,node,4350029093,POINT (30.3233117 59.9389714),BlackWood,pub,,
5618,node,4350029297,POINT (30.3260029 59.939714),,car_wash,,
5619,node,4350029298,POINT (30.3253212 59.9389847),Big Liver Place,bar,,
5620,node,4350029299,POINT (30.3231707 59.9386753),Lorena Antoniazzi,,,clothes
5621,node,4350029300,POINT (30.3254204 59.9365677),БротХаус,,,bakery
5622,node,4350030800,POINT (30.3240831 59.9391915),Авангард,bank,,
5623,node,4350030801,POINT (30.3232409 59.938822),Саквояж беременной шпионки,cafe,,
5624,node,4350030802,POINT (30.3254441 59.9366215),Artpiter,,,clothes
5625,node,4350033191,POINT (30.3250752 59.937192),Фюнамбюль,restaurant,,
5626,node,4350033493,POINT (30.324257 59.939526),le Tour de Vin,bar,,
5627,node,4350033496,POINT (30.3241036 59.940657),Невис,pharmacy,,
5628,node,4350033497,POINT (30.3240439 59.9405408),Yagoda,cafe,,pastry
5629,node,4350034894,POINT (30.3240117 59.9404764),Amo cucinare,restaurant,,
5630,node,4350036490,POINT (30.3363282 59.9450018),Летний сад,cafe,,
5631,node,4350036497,POINT (30.3230021 59.9385374),Kiton,,,clothes
5632,node,4350048191,POINT (30.3240583 59.939144),Великие люди,,,clothes
5633,node,4350964696,POINT (30.3725683 59.930175),Mad Espresso Team,cafe,,
5634,node,4350970089,POINT (30.3745849 59.9287087),Grey's,cafe,,
5635,node,4350970189,POINT (30.3746766 59.9287852),Продукты,,,convenience
5636,node,4350970192,POINT (30.3601757 59.9395741),13й кран,bar,,
5637,node,4351122992,POINT (30.3108534 59.9240155),Perbacco,restaurant,,
5638,node,4351210789,POINT (30.3072244 59.9176672),Ода,cafe,,
5639,node,4351223453,POINT (30.3041807 59.9177637),Алина,,,beauty
5640,node,4351262289,POINT (30.291148 59.9035496),Конт,,,car_parts
5641,node,4351353100,POINT (30.3113509 59.9279515),,,,convenience
5642,node,4351353500,POINT (30.2962755 59.9232172),Beauty Lines,,,beauty
5643,node,4351353501,POINT (30.2959758 59.9235889),Gusti Giusti,restaurant,,
5644,node,4351875790,POINT (30.373824 59.86942),Продукты,,,convenience
5645,node,4352361990,POINT (30.3604444 59.8844069),НикПартс,,,car_parts
5646,node,4352628605,POINT (30.302085 59.9323441),,cafe,,
5647,node,4352757289,POINT (30.3184574 59.9361842),Kazan-Mangal,restaurant,,
5648,node,4353120592,POINT (30.4739635 59.9476559),РосАл,,,alcohol
5649,node,4353318295,POINT (30.3213151 59.8755923),Здравио,pharmacy,,
5650,node,4353319691,POINT (30.3219817 59.8755792),Britva,,,beauty
5651,node,4353380089,POINT (30.2801814 59.9414765),Calzedonia,,,clothes
5652,node,4353692089,POINT (30.3397657 59.9099592),Столовая,fast_food,,
5653,node,4354730165,POINT (30.3243125 59.8647109),Форус,bank,,
5654,node,4354751090,POINT (30.3602843 59.9403642),Теремок,fast_food,,
5655,node,4354825289,POINT (30.4767081 59.7555661),Продукты,,,convenience
5656,node,4354828689,POINT (30.3602953 59.9407759),Mollie's Restopub,pub,,
5657,node,4354881392,POINT (30.3552881 59.8537197),Я и пива,bar,,
5658,node,4354881394,POINT (30.3557692 59.8537849),Семейный уют,restaurant,,
5659,node,4354913989,POINT (30.3323845 59.8553981),,,,convenience
5660,node,4355515290,POINT (30.7593754 59.6378702),Невис,pharmacy,,
5661,node,4355515890,POINT (30.7594792 59.6372523),Олония шоп,,,convenience
5662,node,4355627989,POINT (30.3965938 59.9403753),Фабрика,fast_food,,
5663,node,4355692598,POINT (30.3935945 59.9373955),Бистро,fast_food,,
5664,node,4355897126,POINT (30.6222771 59.7389794),MIRAGE,,,clothes
5665,node,4356032017,POINT (30.3477277 59.7303707),Сбербанк,bank,,
5666,node,4356032080,POINT (30.3476568 59.7304748),филиал № 7,library,,
5667,node,4356038201,POINT (30.3900179 59.9326648),Столовая,cafe,,
5668,node,4356056495,POINT (30.3876898 59.9262573),Лайf,dentist,,
5669,node,4356056496,POINT (30.3695165 59.9291136),Куверт,fast_food,,
5670,node,4356056797,POINT (30.3795039 59.9255116),Тамада,cafe,,
5671,node,4356056798,POINT (30.3773297 59.92627),Escada,,,clothes
5672,node,4356056799,POINT (30.371158 59.9285242),Петербургские аптеки,pharmacy,,
5673,node,4356058694,POINT (30.3899519 59.9325398),Халяль минимаркет № 1,,,convenience
5674,node,4356058695,POINT (30.3874521 59.9251824),Бальмонт,restaurant,,
5675,node,4356058696,POINT (30.3692532 59.9295471),АВ Daily,,,convenience
5676,node,4356059297,POINT (30.3686023 59.9297591),Открытие,bank,,
5677,node,4356059491,POINT (30.3922295 59.9345508),Jazzberry,restaurant,,
5678,node,4356059493,POINT (30.3699975 59.9289384),Griol,,,clothes
5679,node,4356059494,POINT (30.3689126 59.9293321),Экспобанк,bank,,
5680,node,4356062890,POINT (30.3820246 59.9250291),Дед Хо,fast_food,,
5681,node,4356156489,POINT (30.3916166 59.9340056),Самарканд,cafe,,
5682,node,4356704198,POINT (30.3202555 59.8636857),Кофейня №1,restaurant,,
5683,node,4356714292,POINT (30.3198251 59.8699082),Победа,cafe,,
5684,node,4356734190,POINT (30.3106096 59.9208871),Пятёрочка,,,supermarket
5685,node,4356755189,POINT (30.3200415 59.8607669),Продукты,,,convenience
5686,node,4356755190,POINT (30.3777502 59.8962213),Кафе,fast_food,,
5687,node,4357268096,POINT (30.3881193 59.8481267),Продукты,,,convenience
5688,node,4357275690,POINT (30.3755624 59.8700782),Пилки,,,beauty
5689,node,4357275691,POINT (30.3681887 59.8685909),Старая Ладога,,,convenience
5690,node,4357280091,POINT (30.3683846 59.8690298),Купеческий рынок,,,convenience
5691,node,4357291191,POINT (30.4187049 59.8403638),Мини-маркет,,,convenience
5692,node,4357296992,POINT (30.3678829 59.8689843),Первая помощь,pharmacy,,
5693,node,4357306089,POINT (30.3801066 59.8722481),Озерки,pharmacy,,
5694,node,4357306191,POINT (30.3711555 59.8585182),Продукты,,,convenience
5695,node,4357306789,POINT (30.3989383 59.845371),Первая Премия,,,convenience
5696,node,4357423792,POINT (30.224815 59.8556278),Магнит,,,supermarket
5697,node,4357590992,POINT (30.3708664 59.928628),Boutique № 5,,,clothes
5698,node,4357767490,POINT (30.3788779 59.8700248),Rostic`s,fast_food,,
5699,node,4357803203,POINT (30.2517396 59.9319389),Эрарта,restaurant,,
5700,node,4357813991,POINT (30.296229 59.9389258),Mein Herz,restaurant,,
5701,node,4357829489,POINT (30.2801241 59.9415345),Кебаб Хаус,fast_food,,
5702,node,4358647214,POINT (30.3171642 59.8909203),Скороход,theatre,,
5703,node,4358700290,POINT (30.3680913 59.8688794),Алкомаркет,,,alcohol
5704,node,4358710791,POINT (30.3994288 59.8640567),Продукты,,,convenience
5705,node,4358710792,POINT (30.4153368 59.8403764),Оазис,,,convenience
5706,node,4358765629,POINT (30.1933339 59.8510954),Горздрав,pharmacy,,
5707,node,4358765630,POINT (30.207156 59.8562273),Нэвис,pharmacy,,
5708,node,4358765632,POINT (30.1958129 59.8591763),Счастье,,,beauty
5709,node,4359438390,POINT (30.2598345 59.8797379),"Аптека (ООО ""Фармакос"")",pharmacy,,
5710,node,4359441696,POINT (30.2453682 59.869031),,,,car_repair
5711,node,4359454789,POINT (30.2599962 59.8799059),Банк Санкт-Петербург,bank,,
5712,node,4359454889,POINT (30.260041 59.8799579),Белорусский гостинец,,,convenience
5713,node,4360049964,POINT (30.18103 59.8617538),Пилки,,,beauty
5714,node,4360083870,POINT (30.1814225 59.862259),Градусы,,,alcohol
5715,node,4360083871,POINT (30.1814701 59.8623152),Красное&Белое,,,alcohol
5716,node,4360083873,POINT (30.1834798 59.8626966),Каретный двор,,,car_repair
5717,node,4360108094,POINT (30.3189867 59.859866),Мой Зубной,dentist,,
5718,node,4360110860,POINT (30.2056167 59.8606131),ПокрышкинЪ,,,car_repair
5719,node,4360110861,POINT (30.20576 59.8606549),Motor Car's SPb,,,car_repair
5720,node,4360110862,POINT (30.2059423 59.8607108),,,,car_repair
5721,node,4360110863,POINT (30.2060874 59.8607455),,,,car_repair
5722,node,4360110864,POINT (30.2062732 59.8608015),,,,car_repair
5723,node,4360112850,POINT (30.2053218 59.8608938),Автозапчасти для иномарок,,,car_repair
5724,node,4360113554,POINT (30.2135448 59.8603419),,car_wash,,
5725,node,4360113555,POINT (30.2133999 59.8604908),VERUS,,,car_repair
5726,node,4360134025,POINT (30.289528 59.8609689),,,,car_repair
5727,node,4360135224,POINT (30.2830139 59.8595811),Эль-Авто,,,car_repair
5728,node,4360135796,POINT (30.2647859 59.8552284),Стоматология,dentist,,
5729,node,4360283098,POINT (30.4136678 59.8405807),Продукты,,,convenience
5730,node,4360304292,POINT (30.4206329 59.8408113),Продукты,,,convenience
5731,node,4360304295,POINT (30.2670583 59.7967246),Verle,fast_food,,gift
5732,node,4360362089,POINT (30.2682907 59.7987325),Вкусно — и точка,fast_food,,
5733,node,4361558990,POINT (30.3237762 59.9320559),Пиф Паф Super Shop,,,clothes
5734,node,4362013594,POINT (30.4694242 59.8874802),МастерАвто,,,car_repair
5735,node,4362780531,POINT (30.3992977 59.7179999),Столовая,fast_food,,
5736,node,4363428292,POINT (30.3711254 59.9347789),Первая помощь,pharmacy,,
5737,node,4363443089,POINT (30.3680483 59.9320723),Доктор Столетов,pharmacy,,
5738,node,4363626492,POINT (30.3470596 59.9103449),Чуань Сян,restaurant,,
5739,node,4363626499,POINT (30.324438 59.888676),Цех85,cafe,,bakery
5740,node,4363663841,POINT (30.3212906 59.8642681),Che-Dor,restaurant,,
5741,node,4363673690,POINT (30.3694921 59.9385465),Продукты,,,convenience
5742,node,4363690091,POINT (30.3462387 59.9091717),autodoc,,,car_parts
5743,node,4363690093,POINT (30.3757889 59.9386125),Остеоград,clinic,,
5744,node,4363690094,POINT (30.3448887 59.9073939),Ford,,,car_parts
5745,node,4363707692,POINT (30.3451178 59.9076448),Резино-Технические изделия,,,clothes
5746,node,4363711190,POINT (30.3292627 59.8946573),Долина,cafe,,
5747,node,4363711489,POINT (30.3559737 59.9237743),Жар-Птица,cafe,,
5748,node,4363711491,POINT (30.3353116 59.9019322),Клиника Рефлекторно-Коррегирующей Терапии,doctors,,
5749,node,4363711493,POINT (30.3300603 59.8949446),Route 148,restaurant,,
5750,node,4363720591,POINT (30.3456337 59.9082437),,,,beauty
5751,node,4363720592,POINT (30.3250562 59.8887256),Столовая Пирожковая,cafe,,
5752,node,4363723492,POINT (30.3247394 59.8885797),Наша Столовая,cafe,,
5753,node,4363783696,POINT (30.3254527 59.8840422),Радиоприбор,fast_food,,
5754,node,4363795494,POINT (30.3539396 59.8705283),Iservice,,,car_repair
5755,node,4363795495,POINT (30.3603068 59.8556044),Приоритет,doctors,,
5756,node,4363800077,POINT (30.3539996 59.9214124),Удачный,,,convenience
5757,node,4363821489,POINT (30.3307474 59.8823705),Про100,car_wash,,
5758,node,4363821689,POINT (30.3602931 59.8561217),Европа + AZ,restaurant,,
5759,node,4363821989,POINT (30.360043 59.855174),Клиника Натуротерапии,doctors,,
5760,node,4364508089,POINT (30.3235642 59.9319926),Пиф-паф,bar,,
5761,node,4364659400,POINT (30.316843 59.8290232),Крошка картошка,fast_food,,
5762,node,4364744595,POINT (30.317059 59.8269162),Теремок,fast_food,,
5763,node,4364789191,POINT (30.3160318 59.8275685),Радуга,pharmacy,,
5764,node,4365232291,POINT (30.1298147 59.8452259),,,,convenience
5765,node,4366524467,POINT (30.3460068 59.8557014),Пятёрочка,,,supermarket
5766,node,4367175191,POINT (30.3314729 59.8519192),Булочная Ф. Вольчека,,,bakery
5767,node,4367175597,POINT (30.3320112 59.8519145),Джинсы,,,clothes
5768,node,4367175700,POINT (30.3308207 59.8468162),Магнит,,,supermarket
5769,node,4367175702,POINT (30.3621587 59.8523902),Артис,veterinary,,
5770,node,4367175796,POINT (30.330663 59.8450113),Хлебов,,,bakery
5771,node,4367175797,POINT (30.3594559 59.8527706),Barbarise,,,beauty
5772,node,4367175994,POINT (30.3298198 59.8448976),Студия красоты,,,beauty
5773,node,4367175995,POINT (30.3303784 59.84994),Autodoc,,,car_parts
5774,node,4367177092,POINT (30.3606119 59.8529266),ЛВИ,,,car_parts
5775,node,4367177391,POINT (30.3356477 59.851866),Марка,dentist,,
5776,node,4367177393,POINT (30.3619408 59.8528862),Автомир,,,car_parts
5777,node,4367205161,POINT (30.3620414 59.8523443),Продукты,,,convenience
5778,node,4367373995,POINT (30.4146969 59.8928098),Асна,pharmacy,,
5779,node,4367986192,POINT (30.3234551 59.9392918),12 storeez,,,clothes
5780,node,4368018189,POINT (30.3235055 59.9394065),Prada,,,clothes
5781,node,4368070797,POINT (30.3624207 59.8690227),Дикси,,,supermarket
5782,node,4368547392,POINT (30.4713518 59.8736478),Продукты,,,convenience
5783,node,4368567801,POINT (30.5775696 59.8142597),Ижора,,,car_repair
5784,node,4368567802,POINT (30.5640674 59.8082949),СТО+,,,car_repair
5785,node,4368898590,POINT (30.4829359 59.8922081),Магазин Семейный,pharmacy,,
5786,node,4368898789,POINT (30.4752992 59.9391657),ЛенОблФарм,pharmacy,,
5787,node,4368898889,POINT (30.4719078 59.9292874),Магнит,,,supermarket
5788,node,4368900989,POINT (30.4830278 59.8922077),Семейный,,,convenience
5789,node,4368907890,POINT (30.4651657 59.8811085),Горздрав,pharmacy,,
5790,node,4368949289,POINT (30.4066227 59.829568),Продукты,,,convenience
5791,node,4368953210,POINT (30.392694 59.8578818),Сбербанк,bank,,
5792,node,4368955205,POINT (30.3959206 59.860835),Шэр,,,beauty
5793,node,4368956208,POINT (30.393977 59.8599471),Штолле,cafe,,
5794,node,4368956309,POINT (30.3927505 59.8597736),Интан,dentist,,
5795,node,4369984750,POINT (30.2300308 59.8509382),Первая помощь,pharmacy,,
5796,node,4371186695,POINT (30.3394457 59.9095996),Трактир на Боровой,cafe,,
5797,node,4371262579,POINT (30.6231106 59.7856585),Дикси,,,supermarket
5798,node,4371262580,POINT (30.6249704 59.7852572),Радуга,pharmacy,,
5799,node,4371312612,POINT (30.4165274 59.9396285),Koton,,,clothes
5800,node,4371315396,POINT (30.4181032 59.939775),Пахвала,cafe,,
5801,node,4371316203,POINT (30.419529 59.9399751),Kiabi,,,clothes
5802,node,4371316205,POINT (30.4179664 59.9403511),Буше,cafe,,bakery
5803,node,4371565792,POINT (30.4178758 59.9402373),Охта LIB,library,,
5804,node,4371572789,POINT (30.4167814 59.9397703),Университетская аптека,pharmacy,,
5805,node,4371647194,POINT (30.4421183 59.8763336),,,,alcohol
5806,node,4371647307,POINT (30.4388813 59.8757146),Mel Manik,,,beauty
5807,node,4371647308,POINT (30.436299 59.8732707),Продукты,,,convenience
5808,node,4371647597,POINT (30.3845131 59.8738953),Продукты,,,convenience
5809,node,4371647599,POINT (30.4236121 59.8831267),Продукты,,,convenience
5810,node,4371647600,POINT (30.4231302 59.8837144),Продукты,,,convenience
5811,node,4371664592,POINT (30.4409658 59.8759788),Продукты,,,convenience
5812,node,4371754890,POINT (30.370383 59.940602),ВТБ,bank,,
5813,node,4372734279,POINT (30.4955736 59.8358967),,car_wash,,
5814,node,4373181289,POINT (30.3773162 59.9394962),I Amsterdam,,,beauty
5815,node,4373253078,POINT (30.3227807 59.9364106),O'Hooligans,pub,,
5816,node,4373270427,POINT (30.3428266 59.9276358),Компромисс,bar,,
5817,node,4373377592,POINT (30.6118005 59.7519972),Золушка,,,bakery
5818,node,4373377894,POINT (30.4225818 59.8343213),Магнит,,,supermarket
5819,node,4373596731,POINT (30.5445148 59.801806),,,,car_repair
5820,node,4373993891,POINT (30.346674 59.925729),Pro Coffee,cafe,,
5821,node,4374698992,POINT (30.3223998 59.9370786),Театр эстрады имени Аркадия Райкина,theatre,,
5822,node,4375192518,POINT (30.5626776 59.734938),,veterinary,,
5823,node,4375192519,POINT (30.5876864 59.7308381),,,,convenience
5824,node,4375192520,POINT (30.5824705 59.732404),Камелот,restaurant,,
5825,node,4375193207,POINT (30.5838777 59.7353297),,,,convenience
5826,node,4375193634,POINT (30.588235 59.7309375),,,,beauty
5827,node,4375193705,POINT (30.5614184 59.7447719),Дикси,,,supermarket
5828,node,4375193706,POINT (30.5822828 59.7328016),ОлиВия,,,beauty
5829,node,4375193707,POINT (30.6057926 59.7325333),РениДент,dentist,,
5830,node,4375193710,POINT (30.4187525 59.8513813),Продукты,,,convenience
5831,node,4375247594,POINT (30.5838867 59.7354076),Веселый пивовар,,,alcohol
5832,node,4375254390,POINT (30.6057862 59.732616),Прогресс,doctors,,
5833,node,4375254492,POINT (30.561413 59.7446492),Невис,pharmacy,,
5834,node,4375266289,POINT (30.6214155 59.7315499),Ванилька,,,beauty
5835,node,4375606413,POINT (30.3426704 59.9426811),John Doe,cafe,,
5836,node,4375832093,POINT (30.3581936 59.927226),Продукты,,,convenience
5837,node,4375866291,POINT (30.3447753 59.9285884),По пути,,,convenience
5838,node,4375878289,POINT (30.3839931 59.8654358),Продукты,,,convenience
5839,node,4375908193,POINT (30.6392395 59.7984583),,,,convenience
5840,node,4375933093,POINT (30.6375489 59.7968805),Дом Быта,,,convenience
5841,node,4375938390,POINT (30.6967654 59.7859426),Магнит,,,supermarket
5842,node,4375938391,POINT (30.6870689 59.8866997),,,,convenience
5843,node,4375979991,POINT (30.6722611 59.9067211),,,,convenience
5844,node,4375981789,POINT (30.6396786 59.7987284),Домашний,,,convenience
5845,node,4375986892,POINT (30.4699527 59.8825128),Продукты,,,convenience
5846,node,4375998589,POINT (30.6715863 59.9055648),,,,convenience
5847,node,4376074893,POINT (30.3613497 59.8758993),Вкусно — и точка,fast_food,,
5848,node,4376825289,POINT (30.6716295 59.9054113),,pharmacy,,
5849,node,4376825391,POINT (30.6928187 59.8890251),,,,convenience
5850,node,4376842997,POINT (30.3727978 59.8556645),Сандра-2,,,beauty
5851,node,4376848593,POINT (30.4072021 59.8638505),ЮниКредит Банк,bank,,
5852,node,4376848795,POINT (30.4118443 59.8652804),Актуаль,,,beauty
5853,node,4376881590,POINT (30.3863164 59.8661496),Интрига,,,beauty
5854,node,4376881690,POINT (30.3834652 59.8575459),Шаверма,fast_food,,
5855,node,4376881692,POINT (30.3817804 59.8570982),Невис,pharmacy,,
5856,node,4378120890,POINT (30.3972342 59.877184),Продукты,,,convenience
5857,node,4378701502,POINT (30.4053243 59.8577216),Норман,,,alcohol
5858,node,4378773492,POINT (30.4048753 59.8579254),Wrap roll,fast_food,,
5859,node,4378846596,POINT (30.4159015 59.8276127),,,,convenience
5860,node,4379157889,POINT (30.3905097 59.8339121),Продукты,,,convenience
5861,node,4379158489,POINT (30.3850135 59.8410346),Продукты,,,convenience
