field_1,element_type,osmid,name,amenity,landuse,shop,zone,field_1_2,start_node,end_node,osmid_2,maxspeed,lanes,highway,surface,oneway,name_2,smoothness,living_street,service,length (m),length (km),capacity (veh/h),maxspeed (km/h),flow_time (h),flow_time (s),distance
"883",node,"1083188031",Ложка,fast_food,,,"42","17366","3322511167","1607578316",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Гражданская улица"" ]",,,,219.943,0.219943,"1800","60",0.00366571666666667,13.19658,0.000107742397593019
"884",node,"1083189791",Пятёрочка,,,supermarket,"47","11326","1572884356","1634103122",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""улица Декабристов"" ]",,,,176.869,0.176869,"1800","60",0.00294781666666667,10.61214,9.3452454907698e-05
"885",node,"1085327013",ВТБ,bank,,,"99","4545","429224060","307284",,,"3","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Лиговский проспект"" ]","[ ""very_good"" ]",,,132.269,0.132269,"4000","60",0.00220448333333333,7.93614,0.000206548363084648
"886",node,"1085329550",Комедианты,theatre,,,"99","11193","1562026713","1562060893",,,"3","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Лиговский проспект"" ]","[ ""very_good"" ]",,,343.622,0.343622,"4000","60",0.00572703333333334,20.61732,0.000321621077134698
"889",node,"1085404515",ЛокоБанк,bank,,,"99","321","307279","1562026713",,,"3","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Лиговский проспект"" ]","[ ""very_good"" ]",,,291.63,0.29163,"4000","60",0.0048605,17.4978,0.000139727036226993
"890",node,"1085405883",Вместе,,,convenience,"100","4390","416704406","22303284",,,"3","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Лиговский проспект"" ]","[ ""very_good"" ]",,,192.353,0.192353,"4000","60",0.00320588333333333,11.54118,0.000152992037495839
"894",node,"1097920527",Продукты,,,convenience,"29","4658","437018006","437018014",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1",,,,,644.077,0.644077,"1800","60",0.0107346166666667,38.64462,0.000772702070067295
"895",node,"1097920529",Продукты,,,convenience,"29","4658","437018006","437018014",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1",,,,,644.077,0.644077,"1800","60",0.0107346166666667,38.64462,0.00262654176568748
"897",node,"1099884360",АМК-Хауз,,,car_repair,"23","2570","206374764","206374741",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""улица Новосёлов"" ]",,,,906.546,0.906546,"1800","60",0.0151091,54.39276,0.000893368539575093
"898",node,"1099884416",,,,car_repair,"23","2570","206374764","206374741",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""улица Новосёлов"" ]",,,,906.546,0.906546,"1800","60",0.0151091,54.39276,0.000600537428925421
"901",node,"1102058496",РосАл,,,alcohol,"45","19929","4867044644","3692812904",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Лермонтовский проспект"" ]",,,,83.823,0.083823,"3600","60",0.00139705,5.02938,0.000153453197613174
"902",node,"1102058504",Бородино,restaurant,,,"45","18158","3692812890","4867044644",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Лермонтовский проспект"" ]",,,,81.228,0.081228,"3600","60",0.0013538,4.87368,0.000174980845187416
"905",node,"1104549904",,,,convenience,"3","4608","432440165","431386545",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""улица Максима Горького"" ]",,,,180.239,0.180239,"1800","60",0.00300398333333333,10.81434,0.000211063515628681
"907",node,"1104549935",,,,convenience,"3","4609","432440165","432440214",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""улица Максима Горького"" ]",,,,283.927,0.283927,"1800","60",0.00473211666666667,17.03562,0.000730957217138447
"908",node,"1104549938",ЛекОптТорг,pharmacy,,,"3","4617","432461415","431386553",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Пионерская улица"" ]",,,,206.666,0.206666,"1800","60",0.00344443333333333,12.39996,0.000157971991210564
"909",node,"1104549953",Открытие,bank,,,"3","4594","431386553","432461415",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Пионерская улица"" ]",,,,206.666,0.206666,"1800","60",0.00344443333333333,12.39996,0.00018792543113996
"910",node,"1104549965",Сэконд Хэнд,,,clothes,"3","4601","431578335","432461415",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Пионерская улица"" ]",,,,159.848,0.159848,"1800","60",0.00266413333333333,9.59088,0.000626095482071116
"913",node,"1105671033",Народная аптека,pharmacy,,,"91","8","219818","22297224",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Курская улица"" ]",,,,166.203,0.166203,"3600","60",0.00277005,9.97218,9.10996204900179e-05
"914",node,"1106605583",Библиотека на Канале,library,,,"0","5085","455056500","245967361",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""набережная Комсомольского канала"" ]",,,,234.823,0.234823,"3600","60",0.00391371666666667,14.08938,0.000180658341363135
"915",node,"1106607802",Художественная школа,training,,,"0","2656","233099471","996929392",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""Красная улица"" ]",,,,127.982,0.127982,"1800","60",0.00213303333333333,7.67892,0.000225408874364808
"916",node,"1107315291",Муха,,,clothes,"101","20475","5037297039","21729953",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""переулок Радищева"" ]",,,,81.732,0.081732,"1800","60",0.0013622,4.90392,0.000169658892584738
"918",node,"1107508496",МакДаг,,,convenience,"44","1348","21991343","3692812893",,,"1","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""10-я Красноармейская улица"" ]",,,,283.503,0.283503,"1800","60",0.00472505,17.01018,7.96545050232903e-05
"919",node,"1107508508",Кебаб,fast_food,,,"44","22186","6778332766","6778352957",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Рижский проспект"" ]","[ ""excellent"" ]",,,61.545,0.061545,"3600","60",0.00102575,3.6927,9.09673182927861e-05
"920",node,"1107638236",Детская школа искусств имени И. О. Дунаевского,school,,,"44","22194","6778332770","6778332766",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Рижский проспект"" ]","[ ""excellent"" ]",,,36.493,0.036493,"3600","60",0.000608216666666667,2.18958,9.09393870436852e-05
"921",node,"1107648165",Питание+,fast_food,,,"44","22190","6778332768","6778332772",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Рижский проспект"" ]","[ ""excellent"" ]",,,20.718,0.020718,"3600","60",0.0003453,1.24308,9.08008446760493e-05
"923",node,"1108909280",Озерки,pharmacy,,,"44","850","8087657","21596602",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""набережная Обводного канала"" ]",,,,92.423,0.092423,"3600","60",0.00154038333333333,5.54538,9.09258281846662e-05
"926",node,"1109144421",Полицейский юридический колледж «ИнтерПолисКолледж»,college,,,"45","1367","21991380","21991435",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""7-я Красноармейская улица"" ]",,,,240.13,0.24013,"3600","60",0.00400216666666667,14.4078,0.000433725551416316
"927",node,"1109144429",Удачный,,,supermarket,"45","18154","3692812882","324946",,,"1","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""12-я Красноармейская улица"" ]",,,,533.5,0.5335,"1800","60",0.00889166666666667,32.01,0.000124374757881839
"928",node,"1109224279",Дикси,,,supermarket,"45","18154","3692812882","324946",,,"1","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""12-я Красноармейская улица"" ]",,,,533.5,0.5335,"1800","60",0.00889166666666667,32.01,0.000123773759289603
"929",node,"1109224309",Сал-ам,cafe,,,"45","2803","246237347","21991380",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""7-я Красноармейская улица"" ]",,,,124.802,0.124802,"3600","60",0.00208003333333333,7.48812,8.89271060041238e-05
"930",node,"1110070512",Templet bar,pub,,,"93","9509","1375825317","1375825396",,,"3","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Бухарестская улица"" ]",,,,921.278,0.921278,"4000","60",0.0153546333333333,55.27668,0.00115375235678077
"933",node,"1111978831",Дикси,,,supermarket,"46","310","307225","21991492",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Бронницкая улица"" ]",,,,126.36,0.12636,"1800","60",0.002106,7.5816,0.000446042744975695
"933",node,"1111978831",Дикси,,,supermarket,"46","1381","21991492","307225",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Бронницкая улица"" ]",,,,126.36,0.12636,"1800","60",0.002106,7.5816,0.000446042744975695
"934",node,"1113639261",Сбербанк,bank,,,"16","17623","3535835631","3535835625",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""проспект Ветеранов"" ]",,,,102.101,0.102101,"3600","60",0.00170168333333333,6.12606,0.000419777230109229
"936",node,"1113639277",Копейка,,,convenience,"16","16380","2453440729","2453440734",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""улица Партизана Германа"" ]","[ ""very_good"" ]",,,133.308,0.133308,"3600","60",0.0022218,7.99848,0.00112469273567038
"937",node,"1113639297",Горные вершины,pharmacy,,,"16","16394","2453440749","2453440769",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""улица Партизана Германа"" ]","[ ""very_good"" ]",,,95.911,0.095911,"3600","60",0.00159851666666667,5.75466,0.00262907836011039
"941",node,"1114883867",Озерки,pharmacy,,,"94","12870","1701538151","1700976860",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""улица Ярослава Гашека"" ]",,,,550.93,0.55093,"3600","60",0.00918216666666667,33.0558,0.000528302710808267
"942",node,"1114996560",Флоренция,cafe,,,"10","966","10982435","412780089",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Широкая улица"" ]",,,,493.241,0.493241,"3600","60",0.00822068333333333,29.59446,0.000155692191541143
"943",node,"1115021933",ВТБ,bank,,,"10","1614","22346692","22347621",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Магазейная улица"" ]",,,,285.629,0.285629,"1800","60",0.00476048333333333,17.13774,0.000154647937609393
"945",node,"1115323453",ЮниКредит Банк,bank,,,"68","844","8087638","2217364694",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""бульвар Новаторов"" ]",,,,325.636,0.325636,"3600","60",0.00542726666666667,19.53816,0.000466104150248467
"946",node,"1115392373",Pushkin Brew,,,alcohol,"10","1642","22349281","22349333",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Оранжерейная улица"" ]",,,,131.231,0.131231,"1800","60",0.00218718333333333,7.87386,0.000226810746991325
"947",node,"1115395842",Открытие,bank,,,"10","952","10982416","22349333",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Малая улица"" ]",,,,240.866,0.240866,"1800","60",0.00401443333333333,14.45196,0.000182628591684095
"948",node,"1115481695",Мечта,cafe,,,"10","943","10982335","10982340",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""Октябрьский бульвар"" ]",,,,219.43,0.21943,"1800","60",0.00365716666666667,13.1658,0.00039227320143002
"949",node,"1115483257",Ориона,,,beauty,"10","949","10982340","22346692",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""Конюшенная улица"" ]",,,,158.632,0.158632,"1800","60",0.00264386666666667,9.51792,0.000229779200652638
"950",node,"1115491049",Гастроном,,,convenience,"10","966","10982435","412780089",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Широкая улица"" ]",,,,493.241,0.493241,"3600","60",0.00822068333333333,29.59446,0.000146004230859174
"952",node,"1116201159",Наша кухня,cafe,,,"46","1385","21991532","802551558",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Клинский проспект"" ]",,,,84.673,0.084673,"3600","60",0.00141121666666667,5.08038,7.83824144410526e-05
"953",node,"1116681550",МаккоЛи,restaurant,,,"44","26388","11378668491","10095309155",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Старо-Петергофский проспект"" ]",,,,319.632,0.319632,"3600","60",0.0053272,19.17792,0.000904070603038251
"955",node,"1117194895",,restaurant,,,"117","9270","1361223294","1361223255",,,"1","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Большая Горская улица"" ]",,,,595.443,0.595443,"1800","60",0.00992405,35.72658,0.0414089516806442
"955",node,"1117194895",,restaurant,,,"117","9261","1361223255","1361223294",,,"1","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Большая Горская улица"" ]",,,,595.443,0.595443,"1800","60",0.00992405,35.72658,0.0414089516806442
"955",node,"1117194895",,restaurant,,,"117","9260","1361223255","673158285",,,"1","[ ""residential"" ]",,"0","[ ""Советская улица"" ]",,,,120.989,0.120989,"1800","20",0.00604945,21.77802,0.0414089516806442
"955",node,"1117194895",,restaurant,,,"117","5819","673158285","1361223255",,,"1","[ ""residential"" ]",,"0","[ ""Советская улица"" ]",,,,120.989,0.120989,"1800","20",0.00604945,21.77802,0.0414089516806442
"957",node,"1118534000",Семишагофф,,,supermarket,"45","11019","1553906812","10913695026",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Троицкий проспект"" ]",,,,62.295,0.062295,"3600","60",0.00103825,3.7377,0.000176425330820544
"958",node,"1118641052",Евразия,restaurant,,,"100","24141","9951111127","6239279466",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Владимирский проспект"" ]",,,,255.269,0.255269,"3600","60",0.00425448333333333,15.31614,0.000186947515922121
"960",node,"1118672412",Евразия,restaurant,,,"97","23494","8838493700","8838493701",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""улица Жуковского"" ]",,,,109.202,0.109202,"1800","60",0.00182003333333333,6.55212,0.000115851097386676
"960",node,"1118672412",Евразия,restaurant,,,"97","23496","8838493701","8838493700",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""улица Жуковского"" ]",,,,109.202,0.109202,"1800","60",0.00182003333333333,6.55212,0.000115851097386676
"961",node,"1118679961",Mama Roma,restaurant,,,"100","11047","1554312475","1554312468",,,"3","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Загородный проспект"" ]",,,,61.433,0.061433,"4000","60",0.00102388333333333,3.68598,9.73505402263455e-05
"962",node,"1118692955",Евразия,restaurant,,,"100","11195","1562026715","6733400090",,,"3","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Лиговский проспект"" ]","[ ""very_good"" ]",,,296.742,0.296742,"4000","60",0.0049457,17.80452,0.00020155654570946
"964",node,"1119896181",Север-Метрополь,cafe,,confectionery,"45","19929","4867044644","3692812904",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Лермонтовский проспект"" ]",,,,83.823,0.083823,"3600","60",0.00139705,5.02938,0.00015518152354114
"965",node,"1121410232",Детская школа искусств имени Д. С. Бортнянского,training,,,"45","10698","1503005710","369167631",,,"1","[ ""secondary_link"" ]","[ ""asphalt"" ]","1",,,,,115.218,0.115218,"1800","60",0.0019203,6.91308,7.9049872460548e-05
"968",node,"1124875818",Штолле,cafe,,,"98","24109","9951048980","9951048977",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Садовая улица"" ]","[ ""very_good"" ]",,,139.844,0.139844,"3600","60",0.00233073333333333,8.39064,0.000135625205678751
"969",node,"1125699752",Vox,restaurant,,,"101","8029","1125021580","858118911",,,"1","[ ""living_street"" ]","[ ""paving_stones"" ]","0","[ ""Соляной переулок"" ]",,,,257.475,0.257475,"1800","20",0.01287375,46.3455,0.000269133902666148
"969",node,"1125699752",Vox,restaurant,,,"101","6543","858118911","1125021580",,,"1","[ ""living_street"" ]","[ ""paving_stones"" ]","0","[ ""Соляной переулок"" ]",,,,257.475,0.257475,"1800","20",0.01287375,46.3455,0.000269133902666148
"970",node,"1126137401",Пятёрочка,,,supermarket,"30","8032","1126137466","1126137412",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1",,,,,539.601,0.539601,"1800","60",0.00899335,32.37606,0.000594778578235162
"971",node,"1127671369",Бургер Кинг,fast_food,,,"101","21019","5329826037","1834954793",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Фурштатская улица"" ]",,,,264.702,0.264702,"3600","60",0.0044117,15.88212,8.35196010148576e-05
"972",node,"1127791426",Дикси,,,supermarket,"10","4252","389499167","131697616",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Железнодорожная улица"" ]",,,,360.168,0.360168,"1800","60",0.0060028,21.61008,0.000336925457031905
"973",node,"1127795233",Атлант,,,convenience,"10","966","10982435","412780089",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Широкая улица"" ]",,,,493.241,0.493241,"3600","60",0.00822068333333333,29.59446,0.000163283569516021
"974",node,"1127803294",Ассоль,,,beauty,"10","947","10982340","412780497",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""Октябрьский бульвар"" ]",,,,115.15,0.11515,"1800","60",0.00191916666666667,6.909,0.000180859079782583
"974",node,"1127803294",Ассоль,,,beauty,"10","4373","412780497","10982340",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""Октябрьский бульвар"" ]",,,,115.15,0.11515,"1800","60",0.00191916666666667,6.909,0.000180859079782583
"975",node,"1129309545",Ньюфарм,pharmacy,,,"30","4632","435672688","435672690",,,"3","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""проспект Солидарности"" ]","[ ""very_good"" ]",,,657.192,0.657192,"4000","60",0.0109532,39.43152,0.00045585805961683
"976",node,"1129309605",Аптекарь,pharmacy,,,"30","4632","435672688","435672690",,,"3","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""проспект Солидарности"" ]","[ ""very_good"" ]",,,657.192,0.657192,"4000","60",0.0109532,39.43152,0.000461493712337534
"979",node,"1129387723",Евразия,restaurant,,,"47","14146","1892339077","1603477081",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Галерная улица"" ]",,,,468.493,0.468493,"1800","60",0.00780821666666667,28.10958,0.000193973301956627
"982",node,"1134060821",Лавка Хлебосолов,cafe,,,"42","1195","21726083","1598674181",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""набережная канала Грибоедова"" ]",,,,136.811,0.136811,"3600","60",0.00228018333333333,8.20866,6.35856327994743e-05
"986",node,"1139189200",Дорожная научно-техническая библиотека ОктЖД,library,,,"45","10903","1525448798","8761425261",,,"3","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""набережная Обводного канала"" ]",,,,192.767,0.192767,"4000","60",0.00321278333333333,11.56602,8.7825189054149e-05
"987",node,"1139670351",,cafe,,,"3","14193","1896409306","271960102",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Центральный проезд"" ]","[ ""very_good"" ]",,,1011.827,1.011827,"1800","60",0.0168637833333333,60.70962,0.000824732284470939
"987",node,"1139670351",,cafe,,,"3","3581","271960102","1896409306",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Центральный проезд"" ]","[ ""very_good"" ]",,,1011.827,1.011827,"1800","60",0.0168637833333333,60.70962,0.000824732284470939
"988",node,"1140213675",Алоэ,pharmacy,,,"49","25733","10972323053","368309321",,,"1","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""16-я линия В.О."" ]",,,,76.294,0.076294,"1800","60",0.00127156666666667,4.57764,9.14865904081038e-05
"989",node,"1140215907",Школа № 300,school,,,"100","13750","1832588390","1874044197",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Свечной переулок"" ]",,,,161.524,0.161524,"1800","60",0.00269206666666667,9.69144,0.000281186677597396
"990",node,"1140385418",Пятёрочка,,,supermarket,"30","24589","10204732220","10244104318",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1",,,,,669.275,0.669275,"1800","60",0.0111545833333333,40.1565,0.000473047099107078
"991",node,"1140389522",Библиотека РГГМУ,library,,,"76","22430","7046964044","244309",,,"3","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Малоохтинский проспект"" ]",,,,615.223,0.615223,"4000","60",0.0102537166666667,36.91338,0.000506565373190588
"992",node,"1140412403",Библиотека СПбГМТУ,library,,,"43","9828","1399448458","21991775",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Лоцманская улица"" ]",,,,69.162,0.069162,"1800","60",0.0011527,4.14972,0.000148642164483688
"993",node,"1140438966",Библиотека ГУАП,library,,,"47","11731","1616938051","1616151475",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Конногвардейский переулок"" ]",,,,93.968,0.093968,"1800","60",0.00156613333333333,5.63808,0.000305616854582066
"994",node,"1140449935",Библиотека СПбГУТД,library,,,"102","11704","1613010431","1572808077",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Кирпичный переулок"" ]","[ ""intermediate"" ]",,,110.584,0.110584,"1800","60",0.00184306666666667,6.63504,0.000257519076621048
"995",node,"1140474979",Будущий рынок,,,convenience,,"14070","1847629378","1847629375",,,"2","[ ""unclassified"" ]","[ ""asphalt"" ]","0",,,,,401.205,0.401205,"1800","60",0.00668675,24.0723,0.0852202442017175
"995",node,"1140474979",Будущий рынок,,,convenience,,"14068","1847629375","1847629378",,,"2","[ ""unclassified"" ]","[ ""asphalt"" ]","0",,,,,401.205,0.401205,"1800","60",0.00668675,24.0723,0.0852202442017175
"997",node,"1140517274",Библиотека ГУМРФ,library,,,"72","1088","21596673","25893973",,,"2","[ ""unclassified"" ]","[ ""asphalt"" ]","0","[ ""Межевой канал"" ]",,,,180.55,0.18055,"1800","60",0.00300916666666667,10.833,0.000495956624018082
"997",node,"1140517274",Библиотека ГУМРФ,library,,,"72","1765","25893973","21596673",,,"2","[ ""unclassified"" ]","[ ""asphalt"" ]","0","[ ""Межевой канал"" ]",,,,180.55,0.18055,"1800","60",0.00300916666666667,10.833,0.000495956624018082
"999",node,"1140817343",,restaurant,,,"44","22206","6778332776","6778332777",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Рижский проспект"" ]","[ ""excellent"" ]",,,26.299,0.026299,"3600","60",0.000438316666666667,1.57794,9.39492850456634e-05
"1000",node,"1140891575",МСЧ-44,doctors,,,"44","22216","6778332783","6778352689",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Рижский проспект"" ]","[ ""excellent"" ]",,,82.465,0.082465,"3600","60",0.00137441666666667,4.9479,0.000157161905388577
"1001",node,"1141733362",Первая помощь,pharmacy,,,"26","15227","2098115429","2098115460",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Прибрежная улица"" ]",,,,211.577,0.211577,"3600","60",0.00352628333333333,12.69462,0.000481392423545331
"1004",node,"1143368297",Шанс,pharmacy,,,"13","26228","11293117176","746517653",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Школьная улица"" ]","[ ""good"" ]",,,235.377,0.235377,"1800","20",0.01176885,42.36786,0.00268313286290691
"1004",node,"1143368297",Шанс,pharmacy,,,"13","6050","746517653","11293117176",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Школьная улица"" ]","[ ""good"" ]",,,235.377,0.235377,"1800","20",0.01176885,42.36786,0.00268313286290691
"1006",node,"1145312067",Тарелка,fast_food,,,"100","11176","1560991709","6733393945",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Разъезжая улица"" ]",,,,62.51,0.06251,"3600","60",0.00104183333333333,3.7506,9.25869481694832e-05
"1007",node,"1150724058",Дикси,,,supermarket,"70","17703","3536076898","6496447298",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""проспект Ветеранов"" ]",,,,276.952,0.276952,"3600","60",0.00461586666666667,16.61712,0.000932717413707641
"1007",node,"1150724058",Дикси,,,supermarket,"70","17702","3536076898","6496447298",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1",,,,,292.83,0.29283,"1800","60",0.0048805,17.5698,0.000932717413707641
"1008",node,"1150830256",Теремок,fast_food,,,"101","16788","2598633991","307422",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""улица Пестеля"" ]",,,,99.824,0.099824,"1800","60",0.00166373333333333,5.98944,0.00016469001469884
"1008",node,"1150830256",Теремок,fast_food,,,"101","373","307422","2598633991",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""улица Пестеля"" ]",,,,99.824,0.099824,"1800","60",0.00166373333333333,5.98944,0.00016469001469884
"1009",node,"1150830258",Шоколадница,cafe,,,"101","23883","9708925354","9708927324",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Литейный проспект"" ]",,,,426.043,0.426043,"3600","60",0.00710071666666667,25.56258,0.000177403349479377
"1010",node,"1155973604",Моя Клиника,doctors,,,"82","16877","2817529567","1406110624",,,"4","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Ленинский проспект"" ]","[ ""very_good"" ]",,,124.496,0.124496,"8800","60",0.00207493333333333,7.46976,0.000280971301840909
"1013",node,"1156246375",Магнит,,,supermarket,"13","44144","1400157535","1156261671",,,"1","[ ""residential"" ]","[ ""unpaved"" ]","0","[ ""Центральная улица"" ]",,,,63.079,0.063079,"1800","20",0.00315395,11.35422,8.19794167547492e-05
"1013",node,"1156246375",Магнит,,,supermarket,"13","8136","1156261671","1400157535",,,"1","[ ""residential"" ]","[ ""unpaved"" ]","0","[ ""Центральная улица"" ]",,,,63.079,0.063079,"1800","20",0.00315395,11.35422,8.19794167547492e-05
"1014",node,"1157270665",АСС,cafe,,,"26","10257","1422063006","249168314",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""проспект Обуховской Обороны"" ]",,,,101.575,0.101575,"3600","60",0.00169291666666667,6.0945,0.00023992812611394
"1015",node,"1158117349",Нихао,restaurant,,,"97","11340","1573794579","1573794583",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Невский проспект"" ]",,,,196.677,0.196677,"3600","60",0.00327795,11.80062,0.000125173809580335
"1018",node,"1162034349",Дикси,,,supermarket,"43","24624","10209674557","10209674551",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Английский проспект"" ]",,,,161.118,0.161118,"3600","60",0.0026853,9.66708,0.000153630969804986
"1020",node,"1170175119",Фармакор,pharmacy,,,"26","4826","442532067","1213312025",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Шлиссельбургский проспект"" ]","[ ""excellent"" ]",,,159.398,0.159398,"3600","60",0.00265663333333333,9.56388,0.000523495423476358
"1021",node,"1170177665",,pharmacy,,,"26","15202","2098114716","249428530",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Тепловозная улица"" ]",,,,204.229,0.204229,"1800","60",0.00340381666666667,12.25374,0.000552897774852031
"1021",node,"1170177665",,pharmacy,,,"26","2934","249428530","2098114716",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Тепловозная улица"" ]",,,,204.229,0.204229,"1800","60",0.00340381666666667,12.25374,0.000552897774852031
"1022",node,"1172365844",Роснефть,fuel,,,"74","15946","2383537896","2383537904",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""улица Трефолева"" ]",,,,106.234,0.106234,"3600","60",0.00177056666666667,6.37404,0.000185600030731133
