field_1,element_type,osmid,name,amenity,landuse,shop,zone,field_1_2,start_node,end_node,osmid_2,maxspeed,lanes,highway,surface,oneway,name_2,smoothness,living_street,service,length (m),length (km),capacity (veh/h),maxspeed (km/h),flow_time (h),flow_time (s),distance
"363",node,"797634272",Пушкин 196601,post_office,,,"10","1644","22349333","22349281",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Оранжерейная улица"" ]",,,,131.231,0.131231,"1800","60",0.00218718333333333,7.87386,0.000139002834410953
"364",node,"797634319","Итальянский ресторан ""Фортунато""",restaurant,,,"10","1644","22349333","22349281",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Оранжерейная улица"" ]",,,,131.231,0.131231,"1800","60",0.00218718333333333,7.87386,0.000241327582630924
"365",node,"797634346",Kauffman,,,alcohol,"10","1643","22349333","10982416",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Малая улица"" ]",,,,240.866,0.240866,"1800","60",0.00401443333333333,14.45196,0.000143537862757429
"366",node,"798028608",Автостиль,,,car,"71","18428","3715986960","21994485",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Краснопутиловская улица"" ]","[ ""very_good"" ]",,,291.174,0.291174,"3600","60",0.0048529,17.47044,0.000503514454656059
"367",node,"798028627",Росспан,,,car,"71","1510","21994485","1718675764",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Краснопутиловская улица"" ]","[ ""very_good"" ]",,,141.943,0.141943,"3600","60",0.00236571666666667,8.51658,0.000473548202142134
"368",node,"798656753",Стайл,,,beauty,"10","21439","6138846666","18476901",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Оранжерейная улица"" ]",,,,183.364,0.183364,"1800","60",0.00305606666666667,11.00184,0.000181093785196041
"368",node,"798656753",Стайл,,,beauty,"10","1055","18476901","6138846666",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Оранжерейная улица"" ]",,,,183.364,0.183364,"1800","60",0.00305606666666667,11.00184,0.000181093785196041
"369",node,"798656779",Лакомка,,,bakery,"10","6248","798656733","6138846666",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Московская улица"" ]",,,,217.841,0.217841,"3600","60",0.00363068333333333,13.07046,0.000161041140535214
"370",node,"798656782",Хлебниковъ,cafe,,,"10","1055","18476901","6138846666",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Оранжерейная улица"" ]",,,,183.364,0.183364,"1800","60",0.00305606666666667,11.00184,0.000160945922170002
"371",node,"798712533",Склад 22,restaurant,,,"10","6248","798656733","6138846666",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Московская улица"" ]",,,,217.841,0.217841,"3600","60",0.00363068333333333,13.07046,0.000129765853161295
"372",node,"798751126",Гостинец,,,alcohol,"10","1645","22349333","6138846667",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Оранжерейная улица"" ]",,,,194.11,0.19411,"1800","60",0.00323516666666667,11.6466,0.000176506296369118
"373",node,"799905105",Шарм,,,clothes,"50","18531","3723904153","21743264",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""улица Шевченко"" ]",,,,237.929,0.237929,"1800","60",0.00396548333333333,14.27574,0.000287038512660516
"374",node,"799905107",,,,clothes,"50","1307","21743264","21743248",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Среднегаванский проспект"" ]",,,,97.148,0.097148,"1800","60",0.00161913333333333,5.82888,0.000130488106067491
"375",node,"799905217",Пекарня Арго,cafe,,,"50","1306","21743264","248680151",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Среднегаванский проспект"" ]",,,,95.231,0.095231,"1800","60",0.00158718333333333,5.71386,0.000124096132853586
"375",node,"799905217",Пекарня Арго,cafe,,,"50","2827","248680151","21743264",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Среднегаванский проспект"" ]",,,,95.231,0.095231,"1800","60",0.00158718333333333,5.71386,0.000124096132853586
"376",node,"799905326",Клио,cafe,,,"50","1302","21743248","21743264",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Среднегаванский проспект"" ]",,,,97.148,0.097148,"1800","60",0.00161913333333333,5.82888,0.000112036925553689
"376",node,"799905326",Клио,cafe,,,"50","1307","21743264","21743248",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Среднегаванский проспект"" ]",,,,97.148,0.097148,"1800","60",0.00161913333333333,5.82888,0.000112036925553689
"377",node,"800276877",Старый двор,cafe,,,"50","1816","26056286","307001",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""площадь Собчака"" ]",,,,150.647,0.150647,"1800","20",0.00753235,27.11646,0.000319770148266613
"377",node,"800276877",Старый двор,cafe,,,"50","283","307001","26056286",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""площадь Собчака"" ]",,,,150.647,0.150647,"1800","20",0.00753235,27.11646,0.000319770148266613
"378",node,"800277068",Скуратов,cafe,,,"50","281","306988","307001",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""площадь Собчака"" ]",,,,142.868,0.142868,"1800","60",0.00238113333333333,8.57208,0.000276462435922709
"379",node,"800277831",Домино,theatre,,,"50","283","307001","26056286",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""площадь Собчака"" ]",,,,150.647,0.150647,"1800","20",0.00753235,27.11646,0.000380736468503685
"380",node,"800278378",,fast_food,,,"50","1816","26056286","307001",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""площадь Собчака"" ]",,,,150.647,0.150647,"1800","20",0.00753235,27.11646,0.000210942856447371
"380",node,"800278378",,fast_food,,,"50","283","307001","26056286",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""площадь Собчака"" ]",,,,150.647,0.150647,"1800","20",0.00753235,27.11646,0.000210942856447371
"381",node,"800278405",Озерки,pharmacy,,,"50","541","327083","26056285",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Среднегаванский проспект"" ]",,,,203.012,0.203012,"3600","60",0.00338353333333333,12.18072,7.20279837245189e-05
"382",node,"800541296",Церковь Рождества Пресвятой Богородицы,place_of_worship,,,"10","1650","22349350","800516170",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Малая улица"" ]",,,,231.749,0.231749,"1800","60",0.00386248333333333,13.90494,0.000171569343261127
"384",node,"800900891",Столовая,cafe,,,"50","18529","3723904152","3723904160",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Большой проспект В.О."" ]",,,,201.611,0.201611,"3600","60",0.00336018333333333,12.09666,0.000159134041802157
"385",node,"800946224",Стиль,,,beauty,"3","3666","275059795","275059953",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Железнодорожная улица"" ]",,,,288.34,0.28834,"3600","60",0.00480566666666667,17.3004,0.000279788887037387
"386",node,"800952672",,,,convenience,"3","16468","2462460688","275059795",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Полевая улица"" ]",,,,269.702,0.269702,"1800","60",0.00449503333333333,16.18212,0.000305816695954986
"387",node,"801119342",Фармакор,pharmacy,,,"10","6255","800516170","22349350",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Малая улица"" ]",,,,231.749,0.231749,"1800","60",0.00386248333333333,13.90494,0.000146440895126822
"387",node,"801119342",Фармакор,pharmacy,,,"10","1650","22349350","800516170",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Малая улица"" ]",,,,231.749,0.231749,"1800","60",0.00386248333333333,13.90494,0.000146440895126822
"395",node,"803916835",Кемер,cafe,,,"102","3893","309316198","244445",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Апраксин переулок"" ]",,,,94.257,0.094257,"1800","60",0.00157095,5.65542,0.000117293894851531
"396",node,"803916861",Продукты,,,convenience,"102","3892","309316198","1832200914",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Апраксин переулок"" ]",,,,262.924,0.262924,"1800","60",0.00438206666666667,15.77544,0.000130524880668092
"397",node,"803916923",Петербургские аптеки,pharmacy,,,"102","24291","10137754272","9951084167",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Садовая улица"" ]","[ ""very_good"" ]",,,152.366,0.152366,"3600","60",0.00253943333333333,9.14196,0.00010171051484654
"398",node,"803971219",Столовая Ложка,fast_food,,,"42","166","245975","2277216496",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""набережная реки Мойки"" ]",,,,202.991,0.202991,"3600","60",0.00338318333333333,12.17946,8.05219539787891e-05
"399",node,"804355367",Лайм,,,beauty,"10","977","10982486","412780088",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Ленинградская улица"" ]",,,,644.445,0.644445,"1800","60",0.01074075,38.6667,0.000953146715457766
"399",node,"804355367",Лайм,,,beauty,"10","4366","412780088","10982486",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Ленинградская улица"" ]",,,,644.445,0.644445,"1800","60",0.01074075,38.6667,0.000953146715457766
"400",node,"805518671",Гастрономъ №42,,,convenience,"50","24052","9897598173","9897598178",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Малый проспект В.О."" ]",,,,111.483,0.111483,"3600","60",0.00185805,6.68898,0.000176692221076783
"402",node,"805518865",Кебаб,fast_food,,,"50","24048","9897598172","9897598173",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Малый проспект В.О."" ]",,,,121.891,0.121891,"3600","60",0.00203151666666667,7.31346,0.000331762143508418
"406",node,"806509579",ББР Банк,bank,,,"102","11291","1570574425","1570574423",,,"3","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Невский проспект"" ]",,,,89.654,0.089654,"4000","60",0.00149423333333333,5.37924,9.18601081947529e-05
"407",node,"806509586",Север-Метрополь,cafe,,pastry,"102","15470","2277216505","1613010431",,,"3","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Большая Морская улица"" ]",,,,198.206,0.198206,"4000","60",0.00330343333333333,11.89236,0.000168805964618445
"408",node,"806509590",Jérôme,restaurant,,,"47","15473","2277270528","2277216504",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Гороховая улица"" ]",,,,150.51,0.15051,"1800","60",0.0025085,9.0306,0.00010035940470397
"409",node,"806509595",Евразия,restaurant,,,"102","15470","2277216505","1613010431",,,"3","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Большая Морская улица"" ]",,,,198.206,0.198206,"4000","60",0.00330343333333333,11.89236,0.0001699148936372
"413",node,"806633792",Винлаб,,,alcohol,"47","15430","2277164869","1609405542",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""проспект Римского-Корсакова"" ]",,,,142.578,0.142578,"1800","60",0.0023763,8.55468,8.99346986270061e-05
"413",node,"806633792",Винлаб,,,alcohol,"47","11687","1609405542","2277164869",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""проспект Римского-Корсакова"" ]",,,,142.578,0.142578,"1800","60",0.0023763,8.55468,8.99346986270061e-05
"417",node,"808071440",Продукты,,,convenience,"102","24123","9951084171","9951084168",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Садовая улица"" ]","[ ""very_good"" ]",,,89.672,0.089672,"3600","60",0.00149453333333333,5.38032,0.000106811663170974
"418",node,"808071472",Невис,pharmacy,,,"102","24129","9951084179","5026938",,,"1","[ ""tertiary"" ]","[ ""sett"" ]","0","[ ""улица Ломоносова"" ]",,,,141.78,0.14178,"1800","60",0.002363,8.5068,8.50116013037756e-05
"418",node,"808071472",Невис,pharmacy,,,"102","728","5026938","9951084179",,,"1","[ ""tertiary"" ]","[ ""sett"" ]","0","[ ""улица Ломоносова"" ]",,,,141.78,0.14178,"1800","60",0.002363,8.5068,8.50116013037756e-05
"419",node,"809129139",,pub,,,"76","694","474095","1901116632",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Новочеркасский проспект"" ]",,,,471.368,0.471368,"3600","60",0.00785613333333333,28.28208,5.10464895180134e-05
"420",node,"811008180",Приют комедианта,theatre,,,"102","24120","9951084168","10137754271",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Садовая улица"" ]","[ ""very_good"" ]",,,151.105,0.151105,"3600","60",0.00251841666666667,9.0663,0.000102994157598774
"422",node,"811008186",Ворон и ворон,bar,,,"102","15448","2277216487","8084306",,,"1","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""набережная канала Грибоедова"" ]",,,,120.099,0.120099,"1800","60",0.00200165,7.20594,8.44067919944891e-05
"423",node,"811008195",Фиалка,pharmacy,,,"42","16724","2526500260","351914",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Спасский переулок"" ]",,,,273.642,0.273642,"1800","60",0.0045607,16.41852,0.000108728848710563
"424",node,"811045810",Вита Экспресс,pharmacy,,,"100","1284","21742660","1554312517",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Щербаков переулок"" ]",,,,167.952,0.167952,"1800","60",0.0027992,10.07712,0.000564618370794812
"427",node,"819235327",Киликия,cafe,,,"102","15448","2277216487","8084306",,,"1","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""набережная канала Грибоедова"" ]",,,,120.099,0.120099,"1800","60",0.00200165,7.20594,7.26960720187873e-05
"428",node,"819235358",БМ4,restaurant,,,"98","11491","1585247484","1585247485",,,"3","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Невский проспект"" ]",,,,98.251,0.098251,"4000","60",0.00163751666666667,5.89506,0.000931902371519953
"429",node,"824519420",Тепло,restaurant,,,"47","11698","1613010349","1613010379",,,"3","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Большая Морская улица"" ]",,,,269.474,0.269474,"4000","60",0.00449123333333333,16.16844,0.000408378153080104
"430",node,"827968016",Жела,cafe,,,"10","963","10982427","10982425",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Леонтьевская улица"" ]",,,,157.467,0.157467,"1800","60",0.00262445,9.44802,0.00042225374700389
"430",node,"827968016",Жела,cafe,,,"10","957","10982425","10982427",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Леонтьевская улица"" ]",,,,157.467,0.157467,"1800","60",0.00262445,9.44802,0.00042225374700389
"432",node,"833668613",Chela,restaurant,,,"47","16150","2435784337","4112024646",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""улица Глинки"" ]",,,,163.566,0.163566,"3600","60",0.0027261,9.81396,0.000200122725051748
"433",node,"835856762",Евразия,restaurant,,,"10","934","10982333","10982334",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""Октябрьский бульвар"" ]",,,,261.19,0.26119,"1800","60",0.00435316666666667,15.6714,0.000227801441316752
"433",node,"835856762",Евразия,restaurant,,,"10","939","10982334","10982333",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""Октябрьский бульвар"" ]",,,,261.19,0.26119,"1800","60",0.00435316666666667,15.6714,0.000227801441316752
"434",node,"835856774",,,,convenience,"10","962","10982427","10982334",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Леонтьевская улица"" ]",,,,158.151,0.158151,"1800","60",0.00263585,9.48906,0.000286018676021701
"435",node,"835856778","Ветеринарная клиника ""Манул""",veterinary,,,"10","961","10982427","22346590",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Магазейная улица"" ]",,,,261.563,0.261563,"1800","60",0.00435938333333333,15.69378,0.000249320550034993
"438",node,"841443848",Магнит,,,supermarket,"50","14547","1964516074","382561706",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""улица Нахимова"" ]",,,,263.953,0.263953,"1800","60",0.00439921666666667,15.83718,0.000272999071193372
"438",node,"841443848",Магнит,,,supermarket,"50","14546","1964516074","382561706",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0",,,,,276.923,0.276923,"1800","60",0.00461538333333333,16.61538,0.000272999071193372
"439",node,"841443857",Дача,restaurant,,,"50","14547","1964516074","382561706",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""улица Нахимова"" ]",,,,263.953,0.263953,"1800","60",0.00439921666666667,15.83718,0.000288652880784728
"439",node,"841443857",Дача,restaurant,,,"50","14546","1964516074","382561706",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0",,,,,276.923,0.276923,"1800","60",0.00461538333333333,16.61538,0.000288652880784728
"439",node,"841443857",Дача,restaurant,,,"50","4204","382561706","1964516074",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""улица Нахимова"" ]",,,,263.953,0.263953,"1800","60",0.00439921666666667,15.83718,0.000288652880784728
"439",node,"841443857",Дача,restaurant,,,"50","4203","382561706","1964516074",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0",,,,,276.923,0.276923,"1800","60",0.00461538333333333,16.61538,0.000288652880784728
"440",node,"842080744",Камю,,,beauty,"50","25708","10972322998","10972323100",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Средний проспект В.О."" ]",,,,124.131,0.124131,"3600","60",0.00206885,7.44786,0.000849865769344875
"441",node,"842080958",Пятёрочка,,,supermarket,"50","17407","3382584901","5002149095",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Малый проспект В.О."" ]",,,,167.051,0.167051,"3600","60",0.00278418333333333,10.02306,0.000125573091715667
"442",node,"842081375",Пятёрочка,,,supermarket,"50","253","306919","3382584901",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""улица Шевченко"" ]",,,,460.447,0.460447,"1800","60",0.00767411666666667,27.62682,0.000299378508922478
"442",node,"842081375",Пятёрочка,,,supermarket,"50","17406","3382584901","306919",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""улица Шевченко"" ]",,,,460.447,0.460447,"1800","60",0.00767411666666667,27.62682,0.000299378508922478
"443",node,"842081453",Клиника Солнце,doctors,,,"50","25726","10972323046","10972322998",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Средний проспект В.О."" ]",,,,572.557,0.572557,"3600","60",0.00954261666666667,34.35342,0.000798312408714361
"445",node,"842081476",Makas,,,beauty,"50","25708","10972322998","10972323100",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Средний проспект В.О."" ]",,,,124.131,0.124131,"3600","60",0.00206885,7.44786,0.00138733902601662
"446",node,"842081669",Мегалюкс,,,clothes,"50","261","306925","9897598178",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Гаванская улица"" ]",,,,440.393,0.440393,"1800","60",0.00733988333333333,26.42358,0.000110385713697137
"448",node,"847328801",,,,convenience,"10","931","10982331","10982333",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""Октябрьский бульвар"" ]",,,,274.711,0.274711,"1800","60",0.00457851666666667,16.48266,0.000147346489622449
"448",node,"847328801",,,,convenience,"10","937","10982333","10982331",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","0","[ ""Октябрьский бульвар"" ]",,,,274.711,0.274711,"1800","60",0.00457851666666667,16.48266,0.000147346489622449
"449",node,"849150602",Пятёрочка,,,supermarket,"99","4709","438081398","7774906012",,,"1","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""улица Черняховского"" ]","[ ""very_good"" ]",,,118.389,0.118389,"1800","60",0.00197315,7.10334,0.000145516783351232
"450",node,"849150686",Империя платья,,,clothes,"100","22057","6733393968","6733393962",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Разъезжая улица"" ]",,,,22.075,0.022075,"3600","60",0.000367916666666667,1.3245,0.0001032584378524
"451",node,"849158693",Продукты,,,convenience,"100","22077","6733400087","1562026717",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""Коломенская улица"" ]",,,,251.386,0.251386,"3600","60",0.00418976666666667,15.08316,0.000112588413069182
"452",node,"849160496",FreshAuto,car_wash,,,"99","621","332716","1465037811",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1","[ ""улица Черняховского"" ]","[ ""very_good"" ]",,,85.81,0.08581,"1800","60",0.00143016666666667,5.1486,0.00132387925663895
"454",node,"861288180",,car_wash,,,"81","12359","1699396775","2003932076",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Кузнецовская улица"" ]",,,,52.208,0.052208,"3600","60",0.000870133333333333,3.13248,0.000294600047687894
"455",node,"863647646",Автозапчасти,,,car_parts,"10","3008","251351048","251351067",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Церковная улица"" ]",,,,94.323,0.094323,"1800","60",0.00157205,5.65938,0.000212400317759184
"456",node,"863647710",,,,convenience,"10","3019","251351067","251351048",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Церковная улица"" ]",,,,94.323,0.094323,"1800","60",0.00157205,5.65938,0.000209592411097021
"456",node,"863647710",,,,convenience,"10","3008","251351048","251351067",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Церковная улица"" ]",,,,94.323,0.094323,"1800","60",0.00157205,5.65938,0.000209592411097021
"457",node,"863647720",Эдифарм,pharmacy,,,"10","936","10982333","251351067",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Церковная улица"" ]",,,,142.981,0.142981,"1800","60",0.00238301666666667,8.57886,0.000183502579072289
"459",node,"863647826",Домашний любимец,veterinary,,pet,"10","3019","251351067","251351048",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Церковная улица"" ]",,,,94.323,0.094323,"1800","60",0.00157205,5.65938,0.000203680888695766
"459",node,"863647826",Домашний любимец,veterinary,,pet,"10","3008","251351048","251351067",,,"2","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Церковная улица"" ]",,,,94.323,0.094323,"1800","60",0.00157205,5.65938,0.000203680888695766
"462",node,"867560310",Мидийное место,fast_food,,,"45","10908","1525448801","1525448799",,,"4","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""набережная Обводного канала"" ]",,,,59.651,0.059651,"8800","60",0.000994183333333333,3.57906,0.000300356018605629
"464",node,"868523737",The Templet Bar,pub,,,"70","18787","3818353829","3818353821",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Дачный проспект"" ]",,,,168.034,0.168034,"3600","60",0.00280056666666667,10.08204,0.000415633866368184
"465",node,"872038353",Кворум,,,convenience,"0","3795","304154593","304156520",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""улица Индустриализации"" ]","[ ""very_good"" ]",,,215.242,0.215242,"1800","60",0.00358736666666667,12.91452,0.000230254778649978
"465",node,"872038353",Кворум,,,convenience,"0","3811","304156520","304154593",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""улица Индустриализации"" ]","[ ""very_good"" ]",,,215.242,0.215242,"1800","60",0.00358736666666667,12.91452,0.000230254778649978
"466",node,"872038355",,,,car_repair,"0","3793","304154593","304156532",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Вознесенское шоссе"" ]",,,,169.515,0.169515,"1800","60",0.00282525,10.1709,0.000337617314891396
"466",node,"872038355",,,,car_repair,"0","3819","304156532","304154593",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","0","[ ""Вознесенское шоссе"" ]",,,,169.515,0.169515,"1800","60",0.00282525,10.1709,0.000337617314891396
"470",node,"873604274",Шашлычная,cafe,,,,"7471","1002592316","1002679430",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Райколовская улица"" ]",,,,360.291,0.360291,"1800","60",0.00600485,21.61746,0.0307510833425452
"470",node,"873604274",Шашлычная,cafe,,,,"7508","1002679430","1002592349",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Мокколовская улица"" ]",,,,61.274,0.061274,"1800","60",0.00102123333333333,3.67644,0.0307510833425452
"470",node,"873604274",Шашлычная,cafe,,,,"7493","1002592349","1002679430",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Мокколовская улица"" ]",,,,61.274,0.061274,"1800","60",0.00102123333333333,3.67644,0.0307510833425452
"470",node,"873604274",Шашлычная,cafe,,,,"7506","1002679430","1002592316",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","0","[ ""Райколовская улица"" ]",,,,360.291,0.360291,"1800","60",0.00600485,21.61746,0.0307510833425452
"474",node,"878584485",Бургер Кинг,fast_food,,,"94","3420","268239825","1976527084",,,"1","[ ""unclassified"" ]","[ ""asphalt"" ]","1","[ ""Балканская улица"" ]",,,,159.589,0.159589,"1800","60",0.00265981666666667,9.57534,0.000485749766399836
"475",node,"879126062",Дикси,,,supermarket,"0","17132","3133914042","3133913225",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""Пролетарская улица"" ]",,,,543.494,0.543494,"3600","50",0.01086988,39.131568,0.000347915080143527
"476",node,"879400368",Теремок,fast_food,,,"83","661","353572","353570",,,"4","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""улица Типанова"" ]","[ ""very_good"" ]",,,288.648,0.288648,"8800","60",0.0048108,17.31888,0.000131348488067196
"477",node,"887153256",Столовая,fast_food,,,"98","24095","9951048948","9950956448",,,"2","[ ""primary"" ]","[ ""asphalt"" ]","1","[ ""Садовая улица"" ]","[ ""very_good"" ]",,,204.553,0.204553,"3600","60",0.00340921666666667,12.27318,0.000619896328028629
"480",node,"888993003",Магнит,,,supermarket,"92","12750","1701091139","1701091163",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Будапештская улица"" ]",,,,104.187,0.104187,"3600","60",0.00173645,6.25122,0.000677016909314632
"481",node,"891394193",Bollywood Nights,restaurant,,,"100","22049","6733393958","6733393954",,,"2","[ ""tertiary"" ]","[ ""asphalt"" ]","1","[ ""Разъезжая улица"" ]",,,,8.485,0.008485,"3600","60",0.000141416666666667,0.5091,9.11707770641348e-05
"482",node,"893147283",Невис,pharmacy,,,"68","5299","514242511","1831762020",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""проспект Народного Ополчения"" ]",,,,368.603,0.368603,"3600","60",0.00614338333333333,22.11618,0.000901400891317768
"482",node,"893147283",Невис,pharmacy,,,"68","5298","514242511","1831762020",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1",,,,,383.487,0.383487,"1800","60",0.00639145,23.00922,0.000901400891317768
"483",node,"893147286",Пятёрочка,,,supermarket,"68","5299","514242511","1831762020",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""проспект Народного Ополчения"" ]",,,,368.603,0.368603,"3600","60",0.00614338333333333,22.11618,0.000649606868105882
"483",node,"893147286",Пятёрочка,,,supermarket,"68","5298","514242511","1831762020",,,"1","[ ""residential"" ]","[ ""asphalt"" ]","1",,,,,383.487,0.383487,"1800","60",0.00639145,23.00922,0.000649606868105882
"484",node,"893147290",Семишагофф,,,supermarket,"68","5299","514242511","1831762020",,,"2","[ ""secondary"" ]","[ ""asphalt"" ]","1","[ ""проспект Народного Ополчения"" ]",,,,368.603,0.368603,"3600","60",0.00614338333333333,22.11618,0.000500264230506868
