geometry,element_type,osmid,name,amenity,landuse,shop,zone,field_1_2,start_node,end_node,osmid_2,maxspeed,lanes,highway,surface,oneway,name_2,smoothness,living_street,service,length (m),length (km),capacity (veh/h),maxspeed (km/h),flow_time (h),flow_time (s),distance
"LINESTRING (30.3083598 59.9277799, 30.308267103250934 59.92778403831277)",node,907972265,Народная аптека,pharmacy,,,42.0,15441,2277164879,2277164883,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Вознесенский проспект"" ]",,,,141.508,0.141508,1800,60,0.0023584666666666,8.49048,9.27890775918976e-05
"LINESTRING (30.2971234 59.9268848, 30.29715205646266 59.92677146954246)",node,908454443,ВТБ,bank,,,47.0,16147,2435784318,1470150694,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""улица Декабристов"" ]",,,,107.835,0.107835,1800,60,0.00179725,6.4701,0.0001168973287098
"LINESTRING (30.2971234 59.9268848, 30.29715205646266 59.92677146954246)",node,908454443,ВТБ,bank,,,47.0,10530,1470150694,2435784318,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""улица Декабристов"" ]",,,,107.835,0.107835,1800,60,0.00179725,6.4701,0.0001168973287098
"LINESTRING (30.2685565 59.8499931, 30.26887806878893 59.8499958671277)",node,909068849,Кофе Хауз,cafe,,,68.0,844,8087638,2217364694,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""бульвар Новаторов"" ]",,,,325.636,0.325636,3600,60,0.0054272666666666,19.53816,0.0003215806943984
"LINESTRING (30.3215758 59.924529, 30.32189249967738 59.92510584255724)",node,909068890,Kimchi to go,fast_food,,,42.0,11303,1570984707,308641585,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""улица Ефимова"" ]",,,,414.855,0.414855,1800,60,0.00691425,24.8913,0.000658062323409
"LINESTRING (30.3215758 59.924529, 30.32189249967738 59.92510584255724)",node,909068890,Kimchi to go,fast_food,,,42.0,3891,308641585,1570984707,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""улица Ефимова"" ]",,,,414.855,0.414855,1800,60,0.00691425,24.8913,0.000658062323409
"LINESTRING (30.3203344 59.9263962, 30.320150921351477 59.92606200864973)",node,909068897,Спорт-Бар,bar,,,42.0,11303,1570984707,308641585,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""улица Ефимова"" ]",,,,414.855,0.414855,1800,60,0.00691425,24.8913,0.0003812456859544
"LINESTRING (30.3206191 59.9266368, 30.32026818129166 59.92599763027688)",node,909068965,Barashki,restaurant,,,42.0,11303,1570984707,308641585,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""улица Ефимова"" ]",,,,414.855,0.414855,1800,60,0.00691425,24.8913,0.0007291651903439
"LINESTRING (30.3206191 59.9266368, 30.32026818129166 59.92599763027688)",node,909068965,Barashki,restaurant,,,42.0,3891,308641585,1570984707,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""улица Ефимова"" ]",,,,414.855,0.414855,1800,60,0.00691425,24.8913,0.0007291651903439
"LINESTRING (30.2580587 59.8596887, 30.25811397214803 59.85958333927916)",node,909367651,ПТК,fuel,,no,68.0,18372,3707573430,3707573426,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Морской Пехоты"" ]",,,,102.742,0.102742,3600,60,0.0017123666666666,6.16452,0.0001189785352216
"LINESTRING (30.3012239 59.9278184, 30.301242283377633 59.92773859579131)",node,910855173,Линдфорс,cafe,,,47.0,11327,1572884356,1607526348,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""улица Декабристов"" ]",,,,85.615,0.085615,1800,60,0.0014269166666666,5.1369,8.18942018556629e-05
"LINESTRING (30.307984 59.9261021, 30.308103846397877 59.92609643909782)",node,911016414,Сити-Фарм,pharmacy,,,47.0,15437,2277164877,2277164875,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Вознесенский проспект"" ]",,,,101.961,0.101961,3600,60,0.00169935,6.11766,0.0001199800187421
"LINESTRING (30.3080573 59.929123, 30.30801875235998 59.92929226846789)",node,911016416,1913 год,restaurant,,,47.0,10533,1470150730,1634103122,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""улица Декабристов"" ]",,,,196.796,0.196796,1800,60,0.0032799333333333,11.80776,0.0001736022314774
"LINESTRING (30.46135 59.9108977, 30.461630177701643 59.91115967983201)",node,913616445,Продукты,,,convenience,29.0,25253,10242771176,10242771175,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""Искровский проспект"" ]",,,,79.222,0.079222,3600,60,0.0013203666666666,4.75332,0.0003835791663775
"LINESTRING (30.3107238 59.928896, 30.31074951249165 59.9288007253719)",node,914333388,Алоэ,pharmacy,,,47.0,11673,1607578326,1587451414,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Казанская улица"" ]",,,,129.816,0.129816,1800,60,0.0021636,7.78896,9.86832659911227e-05
"LINESTRING (30.4698178 59.9120284, 30.469918520083397 59.91160170209159)",node,914850425,Волна,cafe,,,29.0,25071,10242568363,10242568366,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Подвойского"" ]",,,,104.205,0.104205,3600,60,0.00173675,6.2523,0.0004384240415853
"LINESTRING (30.4549388 59.9048062, 30.45469349333346 59.904507393737816)",node,914850441,,fast_food,,,29.0,2166,96821166,95071340,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Дальневосточный проспект"" ]","[ ""excellent"" ]",,,521.705,0.521705,4000,60,0.0086950833333333,31.3023,0.0003866012713017
"LINESTRING (30.3113486 59.9276054, 30.311414692446036 59.92768109807268)",node,915666760,Булочная Ф. Вольчека,,,bakery,42.0,11668,1607578310,1607578316,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Столярный переулок"" ]",,,,124.118,0.124118,3600,60,0.0020686333333333,7.44708,0.0001004908435199
"LINESTRING (30.4765308 59.9057512, 30.476620050983144 59.90537323453577)",node,915686477,Сеть магазинов разливного пива,,,alcohol,29.0,4534,428283031,428283034,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,697.763,0.697763,1800,60,0.0116293833333333,41.86578,0.0003883601809385
"LINESTRING (30.4782705 59.9043596, 30.478001909925673 59.90549728641239)",node,915686478,Горные вершины,pharmacy,,,24.0,4537,428283035,428283038,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,691.329,0.691329,1800,60,0.01152215,41.47974,0.0011689615053405
"LINESTRING (30.479921 59.905591, 30.479840641044422 59.90593138224273)",node,915686480,Цех85,cafe,,bakery,24.0,4537,428283035,428283038,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,691.329,0.691329,1800,60,0.01152215,41.47974,0.0003497393785446
"LINESTRING (30.4805444 59.9065719, 30.48060523391652 59.906314276849095)",node,915686482,Продукты,,,convenience,29.0,4534,428283031,428283034,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,697.763,0.697763,1800,60,0.0116293833333333,41.86578,0.0002647082418118
"LINESTRING (30.4779103 59.9060671, 30.477997348201477 59.90569846300888)",node,915686488,Продукты,,,convenience,29.0,4534,428283031,428283034,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,697.763,0.697763,1800,60,0.0116293833333333,41.86578,0.0003787751583744
"LINESTRING (30.4731562 59.9159429, 30.473556895578014 59.91631723949288)",node,915754602,Бистро,cafe,,,29.0,24001,9798555325,259688256,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,654.296,0.654296,1800,60,0.0109049333333333,39.25776,0.0005483493431838
"LINESTRING (30.4771777 59.9137886, 30.47728215027941 59.913339491022754)",node,915754605,Диван,cafe,,,30.0,25108,10242568402,10242568403,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Подвойского"" ]",,,,60.825,0.060825,3600,60,0.00101375,3.6495,0.0004610951466991
"LINESTRING (30.4738129 59.9173846, 30.47331397131399 59.916918665235734)",node,915754617,Гнездо,restaurant,,,30.0,3355,259688029,259688159,,,3,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Большевиков"" ]",,,,630.96,0.63096,4000,60,0.010516,37.8576,0.0006826602656328
"LINESTRING (30.4738129 59.9173846, 30.47331397131399 59.916918665235734)",node,915754617,Гнездо,restaurant,,,30.0,3354,259688029,259688159,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,649.891,0.649891,1800,60,0.0108315166666667,38.99346,0.0006826602656328
"LINESTRING (30.4805401 59.9080155, 30.480853287753046 59.90835943706085)",node,915754632,Бистро,cafe,,,29.0,3360,259688731,259688613,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,416.772,0.416772,1800,60,0.0069462,25.00632,0.0004651658526676
"LINESTRING (30.4726596 59.9187387, 30.472101244380266 59.91821726817747)",node,915754634,Озерки,pharmacy,,,30.0,3355,259688029,259688159,,,3,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Большевиков"" ]",,,,630.96,0.63096,4000,60,0.010516,37.8576,0.0007639712976498
"LINESTRING (30.4726596 59.9187387, 30.472101244380266 59.91821726817747)",node,915754634,Озерки,pharmacy,,,30.0,3354,259688029,259688159,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,649.891,0.649891,1800,60,0.0108315166666667,38.99346,0.0007639712976498
"LINESTRING (30.3125264 59.9291766, 30.312500331442656 59.92927321976271)",node,916784031,Шумли,cafe,,,42.0,11502,1587451416,1587451414,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Казанская улица"" ]",,,,132.515,0.132515,1800,60,0.0022085833333333,7.9509,0.0001000747132349
"LINESTRING (30.3142234 59.9298314, 30.314246861381907 59.92974444339849)",node,918186961,Хачапури & вино,restaurant,,,42.0,11500,1587451414,1587451416,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Казанская улица"" ]",,,,132.515,0.132515,1800,60,0.0022085833333333,7.9509,9.00660146039659e-05
"LINESTRING (30.3136954 59.9307694, 30.31358382347616 59.930662136704136)",node,918186963,ШарБар,cafe,,,42.0,11504,1587451416,245975,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""переулок Гривцова"" ]",,,,286.389,0.286389,3600,60,0.00477315,17.18334,0.0001547731737484
"LINESTRING (30.3185749 59.9278074, 30.31889037122434 59.92828476560602)",node,918195731,Совкомбанк,bank,,,42.0,16724,2526500260,351914,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Спасский переулок"" ]",,,,273.642,0.273642,1800,60,0.0045607,16.41852,0.00057218879332
"LINESTRING (30.2691601 59.8815762, 30.269514275018203 59.88121549463981)",node,918456666,Пятёрочка,,,supermarket,71.0,5799,662134114,3003706550,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""улица Маршала Говорова"" ]",,,,161.189,0.161189,3600,60,0.0026864833333333,9.67134,0.0005055178536769
"LINESTRING (30.315315 59.9291195, 30.315204678576496 59.92900898614842)",node,919640123,Аллегро,restaurant,,,42.0,307,307155,1587451416,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""переулок Гривцова"" ]",,,,114.126,0.114126,3600,60,0.0019021,6.84756,0.0001561541798187
"LINESTRING (30.4491803 59.9095781, 30.448427548722627 59.908147278518996)",node,919664420,Радуга,pharmacy,,,29.0,4729,441588391,441588412,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Дальневосточный проспект"" ]","[ ""excellent"" ]",,,313.373,0.313373,4000,60,0.0052228833333333,18.80238,0.001616751247434
"LINESTRING (30.310361 59.928798, 30.310386690255942 59.928702807763706)",node,920079995,Джукито,restaurant,,,47.0,11673,1607578326,1587451414,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Казанская улица"" ]",,,,129.816,0.129816,1800,60,0.0021636,7.78896,9.85979264543615e-05
"LINESTRING (30.316815 59.9274974, 30.3167248420053 59.92740942840114)",node,920079996,Булочная Ф. Вольчека,,,bakery,42.0,11302,1570984706,1892371430,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""переулок Гривцова"" ]",,,,199.058,0.199058,3600,60,0.0033176333333333,11.94348,0.0001259661312171
"LINESTRING (30.3105901 59.9286512, 30.31056330842174 59.92875047305722)",node,920079997,Juno,cafe,,,42.0,11673,1607578326,1587451414,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Казанская улица"" ]",,,,129.816,0.129816,1800,60,0.0021636,7.78896,0.0001028247468075
"LINESTRING (30.3122325 59.9294738, 30.3121538715633 59.92939138676981)",node,920079999,Вертинский,cafe,,,42.0,11499,1587451414,1614720240,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""переулок Антоненко"" ]",,,,306.217,0.306217,1800,60,0.0051036166666666,18.37302,0.0001139050989554
"LINESTRING (30.312642 59.9292064, 30.31261558197824 59.929304315007734)",node,920624483,Малатан,cafe,,,42.0,11500,1587451414,1587451416,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Казанская улица"" ]",,,,132.515,0.132515,1800,60,0.0022085833333333,7.9509,0.0001014162739092
"LINESTRING (30.3345279 59.770274, 30.332195819729826 59.770443326443214)",node,921242996,Продукты,,,convenience,84.0,7976,1117544245,1117544290,,,3,"[ ""trunk"" ]","[ ""asphalt"" ]",1,"[ ""Пулковское шоссе"" ]",,,,359.516,0.359516,4000,60,0.0059919333333333,21.57096,0.0023382193718538
"LINESTRING (30.3075808 59.9263045, 30.307590661591107 59.92637987254097)",node,922666753,Sabr,cafe,,,47.0,6343,813801935,2277164877,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""набережная канала Грибоедова"" ]",,,,85.698,0.085698,1800,60,0.0014283,5.14188,7.60149387379978e-05
"LINESTRING (30.3083673 59.92667, 30.308357507665637 59.92659238305309)",node,922666754,Пятёрочка,,,supermarket,42.0,507,324934,2277164878,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""набережная канала Грибоедова"" ]",,,,150.161,0.150161,3600,60,0.0025026833333333,9.00966,7.82322200887105e-05
"LINESTRING (30.3084269 59.9276112, 30.308259720330536 59.92761866349542)",node,925667510,Все твои друзья,bar,,,42.0,15441,2277164879,2277164883,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Вознесенский проспект"" ]",,,,141.508,0.141508,1800,60,0.0023584666666666,8.49048,0.0001673461850361
"LINESTRING (30.464201 59.9013075, 30.463993297485402 59.90219881430424)",node,927340537,,bank,,,24.0,4557,431092033,431092038,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,491.41,0.49141,1800,60,0.0081901666666666,29.4846,0.000915194800856
"LINESTRING (30.3169306 59.9273738, 30.316843004704847 59.92728832895339)",node,928523968,Hochu Coffee,cafe,,,42.0,11302,1570984706,1892371430,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""переулок Гривцова"" ]",,,,199.058,0.199058,3600,60,0.0033176333333333,11.94348,0.0001223856018552
"LINESTRING (30.5000348 59.9136231, 30.500007347844306 59.91375258492156)",node,929240459,Автомойка,car_wash,,,30.0,13233,1724035671,1724035669,,,1,"[ ""unclassified"" ]","[ ""asphalt"" ]",0,,,,,34.77,0.03477,1800,20,0.0017385,6.2586,0.0001323630075333
"LINESTRING (30.308796 59.9269081, 30.308768602055913 59.92700878200588)",node,931819241,Versia,,,clothes,42.0,11670,1607578316,2277164879,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Гражданская улица"" ]",,,,199.543,0.199543,1800,60,0.0033257166666666,11.97258,0.0001043432491734
"LINESTRING (30.4833202 59.9222406, 30.483216703079634 59.922679519945305)",node,932730070,Дикси,,,supermarket,30.0,6384,824466615,911946664,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""улица Коллонтай"" ]",,,,520.855,0.520855,4000,60,0.0086809166666666,31.2513,0.0004509571275745
"LINESTRING (30.4833202 59.9222406, 30.483216703079634 59.922679519945305)",node,932730070,Дикси,,,supermarket,30.0,6383,824466615,911946664,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,531.345,0.531345,1800,60,0.00885575,31.8807,0.0004509571275745
"LINESTRING (30.3528198 59.9303476, 30.35287513560306 59.93080296046825)",node,933104364,Ак Барс Банк,bank,,,100.0,20240,5000322618,21742664,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Стремянная улица"" ]",,,,130.161,0.130161,1800,60,0.00216935,7.80966,0.0004587103497984
"LINESTRING (30.4196457 59.9206686, 30.42030813683207 59.92157921525274)",node,935190355,Три кота,veterinary,,,76.0,2177,96984363,666161696,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Новочеркасский проспект"" ]",,,,294.507,0.294507,3600,60,0.00490845,17.67042,0.0011260740184414
"LINESTRING (30.3051927 59.9278938, 30.305351136853943 59.92797124389183)",node,937350150,Тан Жен,restaurant,,,47.0,11788,1634103007,1634103122,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Фонарный переулок"" ]",,,,136.966,0.136966,1800,60,0.0022827666666666,8.21796,0.0001763513341879
"LINESTRING (30.3051927 59.9278938, 30.305351136853943 59.92797124389183)",node,937350150,Тан Жен,restaurant,,,47.0,11791,1634103122,1634103007,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Фонарный переулок"" ]",,,,136.966,0.136966,1800,60,0.0022827666666666,8.21796,0.0001763513341879
"LINESTRING (30.2488187 59.8588463, 30.248821122536633 59.85947190865826)",node,938786137,Перекрёсток,,,supermarket,73.0,6680,901358372,1685472937,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Маршала Казакова"" ]",,,,1070.508,1.070508,3600,60,0.0178418,64.23048,0.0006256133486155
"LINESTRING (30.3248525 59.8507219, 30.324633548144938 59.85070923738468)",node,941070794,"Блины,Шаверма",fast_food,,,83.0,2229,106137717,246008,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Демонстрационный проезд"" ]",,,,190.234,0.190234,1800,60,0.0031705666666666,11.41404,0.0002193177071316
"LINESTRING (30.3248525 59.8507219, 30.324633548144938 59.85070923738468)",node,941070794,"Блины,Шаверма",fast_food,,,83.0,171,246008,106137717,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Демонстрационный проезд"" ]",,,,190.234,0.190234,1800,60,0.0031705666666666,11.41404,0.0002193177071316
"LINESTRING (30.4296666 59.898912, 30.429753096649257 59.899053257117856)",node,943852501,Проспект,cafe,,,22.0,19089,4165962851,10028311716,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Обуховской Обороны"" ]",,,,17.981,0.017981,3600,60,0.0002996833333333,1.07886,0.0001656358767804
"LINESTRING (30.39662 59.9421453, 30.39697673783763 59.942135944938386)",node,945286115,Сбербанк,bank,,,97.0,13850,1834044172,5029792,,,2,"[ ""secondary_link"" ]","[ ""asphalt"" ]",0,,"[ ""very_good"" ]",,,143.331,0.143331,1800,60,0.00238885,8.59986,0.0003568604797052
"LINESTRING (30.39662 59.9421453, 30.39697673783763 59.942135944938386)",node,945286115,Сбербанк,bank,,,97.0,731,5029792,1834044172,,,2,"[ ""secondary_link"" ]","[ ""asphalt"" ]",0,,"[ ""very_good"" ]",,,143.331,0.143331,1800,60,0.00238885,8.59986,0.0003568604797052
"LINESTRING (30.3117314 59.927631, 30.311619223786852 59.92750252051943)",node,946188215,Дикси,,,supermarket,42.0,11668,1607578310,1607578316,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Столярный переулок"" ]",,,,124.118,0.124118,3600,60,0.0020686333333333,7.44708,0.0001705593143817
"LINESTRING (30.4910408 59.9208648, 30.49190008403949 59.921669467712185)",node,948333987,Фармакор,pharmacy,,,30.0,4629,435672675,435672677,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,664.293,0.664293,1800,60,0.01107155,39.85758,0.0011772252068142
"LINESTRING (30.4910408 59.9208648, 30.49190008403949 59.921669467712185)",node,948333987,Фармакор,pharmacy,,,30.0,4630,435672675,435672677,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Солидарности"" ]","[ ""very_good"" ]",,,657.455,0.657455,4000,60,0.0109575833333333,39.4473,0.0011772252068142
"LINESTRING (30.4197325 59.9225835, 30.419665917556312 59.92249158307463)",node,951238502,Продукты,,,convenience,76.0,6875,940620922,474096,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Новочеркасский проспект"" ]",,,,32.587,0.032587,4000,60,0.0005431166666666,1.95522,0.000113498647467
"LINESTRING (30.2807294 59.9410148, 30.279468472371786 59.93954562826349)",node,951471997,Люди любят,cafe,,bakery,51.0,19131,4168904290,4168904300,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""8-я линия В.О."" ]",,,,135.958,0.135958,4000,60,0.0022659666666666,8.15748,0.0019360795631762
"LINESTRING (30.2820921 59.9393969, 30.282111889511786 59.939329735246226)",node,951472003,Первая помощь,pharmacy,,,51.0,19130,4168904290,935201491,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",0,,,,,150.259,0.150259,1800,60,0.0025043166666666,9.01554,7.00194896160307e-05
"LINESTRING (30.2804844 59.9412184, 30.27922677031202 59.939753070863546)",node,951472004,Marketplace,cafe,,,51.0,19131,4168904290,4168904300,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""8-я линия В.О."" ]",,,,135.958,0.135958,4000,60,0.0022659666666666,8.15748,0.0019310157716118
"LINESTRING (30.2801303 59.9410549, 30.279103671051093 59.93985872172468)",node,951472027,Kistochki,,,beauty,51.0,19131,4168904290,4168904300,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""8-я линия В.О."" ]",,,,135.958,0.135958,4000,60,0.0022659666666666,8.15748,0.0015763278418743
"LINESTRING (30.281576 59.9402196, 30.281860053678855 59.93925553400369)",node,951472038,Белорусский трикотаж,,,clothes,51.0,19130,4168904290,935201491,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",0,,,,,150.259,0.150259,1800,60,0.0025043166666666,9.01554,0.0010050421571782
"LINESTRING (30.281576 59.9402196, 30.281860053678855 59.93925553400369)",node,951472038,Белорусский трикотаж,,,clothes,51.0,6870,935201491,4168904290,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",0,,,,,150.259,0.150259,1800,60,0.0025043166666666,9.01554,0.0010050421571782
"LINESTRING (30.2794285 59.9415494, 30.27845524527786 59.94041518391998)",node,951472045,Брюки,,,clothes,51.0,19138,4168904304,4168904307,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""8-я линия В.О."" ]",,,,26.781,0.026781,4000,60,0.00044635,1.60686,0.0014945470452082
"LINESTRING (30.2824865 59.9395067, 30.282504552663166 59.939445430035924)",node,951472057,Явмясо Vostok,restaurant,,,51.0,6870,935201491,4168904290,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",0,,,,,150.259,0.150259,1800,60,0.0025043166666666,9.01554,6.38741508398559e-05
"LINESTRING (30.2840375 59.938191, 30.284033289900115 59.938190175309096)",node,951709265,"Северо-западный окружной медицинский центр, стоматологическое отделение",dentist,,,51.0,4109,368001577,368001563,,,1,"[ ""residential"" ]",,0,"[ ""Днепровский переулок"" ]",,,,258.614,0.258614,1800,20,0.0129307,46.55052,4.29011143588426e-06
"LINESTRING (30.2669168 59.9412307, 30.267025212034014 59.94135831944994)",node,951709274,Art Boho,,,clothes,49.0,11545,1593576557,368309327,,,1,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""15-я линия В.О."" ]",,,,128.014,0.128014,1800,60,0.0021335666666666,7.68084,0.0001674511663803
"LINESTRING (30.2841784 59.9380905, 30.284057455397804 59.938066808896124)",node,951709278,Это взаимно,cafe,,,51.0,4108,368001563,368001577,,,1,"[ ""residential"" ]",,0,"[ ""Днепровский переулок"" ]",,,,258.614,0.258614,1800,20,0.0129307,46.55052,0.000123243114221
"LINESTRING (30.2816757 59.9392661, 30.281693290477637 59.93920639867376)",node,951709290,Бистро шаверма,fast_food,,,51.0,6870,935201491,4168904290,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",0,,,,,150.259,0.150259,1800,60,0.0025043166666666,9.01554,6.22388404283316e-05
"LINESTRING (30.2830356 59.9382023, 30.282869166084392 59.938766996291925)",node,951709311,"Филиал РАНХиГС, Северо-западный институт управления, юридический факультет",university,,,51.0,19118,4166955809,308226,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,159.723,0.159723,1800,60,0.00266205,9.58338,0.0005887122814908
"LINESTRING (30.2842942 59.9379876, 30.284422632998808 59.938136799982274)",node,951709329,Aurveda,,,beauty,51.0,432,308225,368001577,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""6-7-я линии В.О."" ]",,,,108.694,0.108694,1800,60,0.0018115666666666,6.52164,0.0001968645978667
"LINESTRING (30.2842942 59.9379876, 30.284422632998808 59.938136799982274)",node,951709329,Aurveda,,,beauty,51.0,4110,368001577,308225,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""6-7-я линии В.О."" ]",,,,108.694,0.108694,1800,60,0.0018115666666666,6.52164,0.0001968645978667
"LINESTRING (30.2800321 59.9392784, 30.279925097726302 59.93915372613868)",node,951709511,Продукты,,,convenience,51.0,19131,4168904290,4168904300,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""8-я линия В.О."" ]",,,,135.958,0.135958,4000,60,0.0022659666666666,8.15748,0.0001642956428921
"LINESTRING (30.2847824 59.9375547, 30.28491708861768 59.93771116710392)",node,951709568,5 шагов,,,convenience,51.0,432,308225,368001577,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""6-7-я линии В.О."" ]",,,,108.694,0.108694,1800,60,0.0018115666666666,6.52164,0.0002064533321144
"LINESTRING (30.283956 59.938198, 30.284028957742848 59.93821229124933)",node,951709599,Клиника доктора Пеля,doctors,,,51.0,4109,368001577,368001563,,,1,"[ ""residential"" ]",,0,"[ ""Днепровский переулок"" ]",,,,258.614,0.258614,1800,20,0.0129307,46.55052,7.43442805389383e-05
"LINESTRING (30.283956 59.938198, 30.284028957742848 59.93821229124933)",node,951709599,Клиника доктора Пеля,doctors,,,51.0,4108,368001563,368001577,,,1,"[ ""residential"" ]",,0,"[ ""Днепровский переулок"" ]",,,,258.614,0.258614,1800,20,0.0129307,46.55052,7.43442805389383e-05
"LINESTRING (30.2770593 59.9418156, 30.276959247691185 59.94169901423239)",node,952046636,Русские пироги,,,bakery,51.0,19143,4168904307,10972287800,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""8-я линия В.О."" ]",,,,232.959,0.232959,4000,60,0.00388265,13.97754,0.0001536317210346
"LINESTRING (30.2774063 59.9415214, 30.277304473160292 59.94140274646356)",node,952046644,Городская стоматологическая поликлиника №2,dentist,,,51.0,19143,4168904307,10972287800,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""8-я линия В.О."" ]",,,,232.959,0.232959,4000,60,0.00388265,13.97754,0.0001563565380606
