geometry,element_type,osmid,name,amenity,landuse,shop,zone,field_1_2,start_node,end_node,osmid_2,maxspeed,lanes,highway,surface,oneway,name_2,smoothness,living_street,service,length (m),length (km),capacity (veh/h),maxspeed (km/h),flow_time (h),flow_time (s),distance
"LINESTRING (30.2088564 59.854238, 30.208944432161655 59.85462531660828)",node,1078338297,,pharmacy,,,18.0,879,10588676,10588675,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Ленинский проспект"" ]",,,,381.32,0.38132,4000,60,0.0063553333333333,22.8792,0.0003971949351791
"LINESTRING (30.3179428 59.9306327, 30.317915424832684 59.93073417031609)",node,1080332261,Стирка 40°,bar,,,42.0,15456,2277216492,1587451416,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Казанская улица"" ]",,,,253.383,0.253383,1800,60,0.00422305,15.20298,0.0001050981676067
"LINESTRING (30.308372 59.9270056, 30.308398537810948 59.92690807881266)",node,1083188023,ВкусВилл,,,convenience,42.0,11670,1607578316,2277164879,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Гражданская улица"" ]",,,,199.543,0.199543,1800,60,0.0033257166666666,11.97258,0.0001010674892864
"LINESTRING (30.3114672 59.9278548, 30.31149549488077 59.92775083931531)",node,1083188031,Ложка,fast_food,,,42.0,17366,3322511167,1607578316,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Гражданская улица"" ]",,,,219.943,0.219943,1800,60,0.0036657166666666,13.19658,0.000107742397593
"LINESTRING (30.3048304 59.9284697, 30.304809407083823 59.9285607640368)",node,1083189791,Пятёрочка,,,supermarket,47.0,11326,1572884356,1634103122,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""улица Декабристов"" ]",,,,176.869,0.176869,1800,60,0.0029478166666666,10.61214,9.3452454907698e-05
"LINESTRING (30.3531446 59.9185343, 30.352970568028837 59.91864554342365)",node,1085327013,ВТБ,bank,,,99.0,4545,429224060,307284,,,3,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Лиговский проспект"" ]","[ ""very_good"" ]",,,132.269,0.132269,4000,60,0.0022044833333333,7.93614,0.0002065483630846
"LINESTRING (30.358565 59.9262409, 30.358295057679673 59.92641574639246)",node,1085329550,Комедианты,theatre,,,99.0,11193,1562026713,1562060893,,,3,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Лиговский проспект"" ]","[ ""very_good"" ]",,,343.622,0.343622,4000,60,0.0057270333333333,20.61732,0.0003216210771346
"LINESTRING (30.3550425 59.9215297, 30.354931975640767 59.921615186903495)",node,1085404515,ЛокоБанк,bank,,,99.0,321,307279,1562026713,,,3,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Лиговский проспект"" ]","[ ""very_good"" ]",,,291.63,0.29163,4000,60,0.0048605,17.4978,0.0001397270362269
"LINESTRING (30.3520261 59.9181317, 30.352155674826133 59.918050355498224)",node,1085405883,Вместе,,,convenience,100.0,4390,416704406,22303284,,,3,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Лиговский проспект"" ]","[ ""very_good"" ]",,,192.353,0.192353,4000,60,0.0032058833333333,11.54118,0.0001529920374958
"LINESTRING (30.4648736 59.917556, 30.464694813075567 59.91830773381242)",node,1097920527,Продукты,,,convenience,29.0,4658,437018006,437018014,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,644.077,0.644077,1800,60,0.0107346166666667,38.64462,0.0007727020700672
"LINESTRING (30.4649764 59.9156749, 30.464368673759356 59.91823016719999)",node,1097920529,Продукты,,,convenience,29.0,4658,437018006,437018014,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,644.077,0.644077,1800,60,0.0107346166666667,38.64462,0.0026265417656874
"LINESTRING (30.4590614 59.8825338, 30.458941286633436 59.88341905709637)",node,1099884360,АМК-Хауз,,,car_repair,23.0,2570,206374764,206374741,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""улица Новосёлов"" ]",,,,906.546,0.906546,1800,60,0.0151091,54.39276,0.000893368539575
"LINESTRING (30.4588623 59.8828023, 30.458781557765256 59.883397384779734)",node,1099884416,,,,car_repair,23.0,2570,206374764,206374741,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""улица Новосёлов"" ]",,,,906.546,0.906546,1800,60,0.0151091,54.39276,0.0006005374289254
"LINESTRING (30.2977644 59.9132772, 30.297611128447883 59.9132697357405)",node,1102058496,РосАл,,,alcohol,45.0,19929,4867044644,3692812904,,,2,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Лермонтовский проспект"" ]",,,,83.823,0.083823,3600,60,0.00139705,5.02938,0.0001534531976131
"LINESTRING (30.2978209 59.9125479, 30.297646112954393 59.91253966684326)",node,1102058504,Бородино,restaurant,,,45.0,18158,3692812890,4867044644,,,2,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Лермонтовский проспект"" ]",,,,81.228,0.081228,3600,60,0.0013538,4.87368,0.0001749808451874
"LINESTRING (30.578445 59.8080085, 30.57835610736649 59.807817068792154)",node,1104549904,,,,convenience,3.0,4608,432440165,431386545,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""улица Максима Горького"" ]",,,,180.239,0.180239,1800,60,0.0030039833333333,10.81434,0.0002110635156286
"LINESTRING (30.5801899 59.8071659, 30.579675728696444 59.80664635565744)",node,1104549935,,,,convenience,3.0,4609,432440165,432440214,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""улица Максима Горького"" ]",,,,283.927,0.283927,1800,60,0.0047321166666666,17.03562,0.0007309572171384
"LINESTRING (30.5713488 59.8100827, 30.571386427643226 59.81023612526022)",node,1104549938,ЛекОптТорг,pharmacy,,,3.0,4617,432461415,431386553,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Пионерская улица"" ]",,,,206.666,0.206666,1800,60,0.0034444333333333,12.39996,0.0001579719912105
"LINESTRING (30.573842 59.8094404, 30.57388676230895 59.80962291658381)",node,1104549953,Открытие,bank,,,3.0,4594,431386553,432461415,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Пионерская улица"" ]",,,,206.666,0.206666,1800,60,0.0034444333333333,12.39996,0.0001879254311399
"LINESTRING (30.5691053 59.8103583, 30.569321464802428 59.81094589538022)",node,1104549965,Сэконд Хэнд,,,clothes,3.0,4601,431578335,432461415,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Пионерская улица"" ]",,,,159.848,0.159848,1800,60,0.0026641333333333,9.59088,0.0006260954820711
"LINESTRING (30.3481008 59.9119976, 30.348116019042102 59.91208741938327)",node,1105671033,Народная аптека,pharmacy,,,91.0,8,219818,22297224,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Курская улица"" ]",,,,166.203,0.166203,3600,60,0.00277005,9.97218,9.10996204900179e-05
"LINESTRING (30.6082459 59.7477085, 30.60825873365548 59.74752829807551)",node,1106605583,Библиотека на Канале,library,,,0.0,5085,455056500,245967361,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""набережная Комсомольского канала"" ]",,,,234.823,0.234823,3600,60,0.0039137166666666,14.08938,0.0001806583413631
"LINESTRING (30.6020626 59.7457452, 30.601846510789592 59.74568105474462)",node,1106607802,Художественная школа,training,,,0.0,2656,233099471,996929392,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""Красная улица"" ]",,,,127.982,0.127982,1800,60,0.0021330333333333,7.67892,0.0002254088743648
"LINESTRING (30.3535911 59.9436082, 30.35342146887695 59.94361126951556)",node,1107315291,Муха,,,clothes,101.0,20475,5037297039,21729953,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""переулок Радищева"" ]",,,,81.732,0.081732,1800,60,0.0013622,4.90392,0.0001696588925847
"LINESTRING (30.2961791 59.912927, 30.29618153417557 59.91284738269686)",node,1107508496,МакДаг,,,convenience,44.0,1348,21991343,3692812893,,,1,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""10-я Красноармейская улица"" ]",,,,283.503,0.283503,1800,60,0.00472505,17.01018,7.96545050232903e-05
"LINESTRING (30.2966801 59.9138196, 30.296677154066185 59.913910519604435)",node,1107508508,Кебаб,fast_food,,,44.0,22186,6778332766,6778352957,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Рижский проспект"" ]","[ ""excellent"" ]",,,61.545,0.061545,3600,60,0.00102575,3.6927,9.09673182927861e-05
"LINESTRING (30.2957416 59.9137891, 30.29573863661374 59.91387999109119)",node,1107638236,Детская школа искусств имени И. О. Дунаевского,school,,,44.0,22194,6778332770,6778332766,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Рижский проспект"" ]","[ ""excellent"" ]",,,36.493,0.036493,3600,60,0.0006082166666666,2.18958,9.09393870436852e-05
"LINESTRING (30.2952969 59.9137747, 30.295293939347456 59.913865452564316)",node,1107648165,Питание+,fast_food,,,44.0,22190,6778332768,6778332772,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Рижский проспект"" ]","[ ""excellent"" ]",,,20.718,0.020718,3600,60,0.0003453,1.24308,9.08008446760493e-05
"LINESTRING (30.2932551 59.9094108, 30.293253579658696 59.909319886883274)",node,1108909280,Озерки,pharmacy,,,44.0,850,8087657,21596602,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""набережная Обводного канала"" ]",,,,92.423,0.092423,3600,60,0.0015403833333333,5.54538,9.09258281846662e-05
"LINESTRING (30.3099512 59.9111599, 30.309945166964617 59.91159358359023)",node,1109144421,Полицейский юридический колледж «ИнтерПолисКолледж»,college,,,45.0,1367,21991380,21991435,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""7-я Красноармейская улица"" ]",,,,240.13,0.24013,3600,60,0.0040021666666666,14.4078,0.0004337255514163
"LINESTRING (30.3069503 59.9116802, 30.30695179619002 59.911555834241796)",node,1109144429,Удачный,,,supermarket,45.0,18154,3692812882,324946,,,1,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""12-я Красноармейская улица"" ]",,,,533.5,0.5335,1800,60,0.0088916666666666,32.01,0.0001243747578818
"LINESTRING (30.3060028 59.9116682, 30.306004288960192 59.9115444351969)",node,1109224279,Дикси,,,supermarket,45.0,18154,3692812882,324946,,,1,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""12-я Красноармейская улица"" ]",,,,533.5,0.5335,1800,60,0.0088916666666666,32.01,0.0001237737592896
"LINESTRING (30.3092098 59.9114951, 30.309208667642075 59.911584019896246)",node,1109224309,Сал-ам,cafe,,,45.0,2803,246237347,21991380,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""7-я Красноармейская улица"" ]",,,,124.802,0.124802,3600,60,0.0020800333333333,7.48812,8.89271060041238e-05
"LINESTRING (30.4041182 59.849381, 30.40330976663762 59.84855784752362)",node,1110070512,Templet bar,pub,,,93.0,9509,1375825317,1375825396,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Бухарестская улица"" ]",,,,921.278,0.921278,4000,60,0.0153546333333333,55.27668,0.0011537523567807
"LINESTRING (30.323598 59.9140327, 30.323289708104276 59.91371034889115)",node,1111978831,Дикси,,,supermarket,46.0,310,307225,21991492,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Бронницкая улица"" ]",,,,126.36,0.12636,1800,60,0.002106,7.5816,0.0004460427449756
"LINESTRING (30.323598 59.9140327, 30.323289708104276 59.91371034889115)",node,1111978831,Дикси,,,supermarket,46.0,1381,21991492,307225,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Бронницкая улица"" ]",,,,126.36,0.12636,1800,60,0.002106,7.5816,0.0004460427449756
"LINESTRING (30.1741628 59.8326052, 30.174163121633075 59.833024977106895)",node,1113639261,Сбербанк,bank,,,16.0,17623,3535835631,3535835625,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Ветеранов"" ]",,,,102.101,0.102101,3600,60,0.0017016833333333,6.12606,0.0004197772301092
"LINESTRING (30.1770053 59.8269481, 30.175880863619366 59.82692408801189)",node,1113639277,Копейка,,,convenience,16.0,16380,2453440729,2453440734,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""улица Партизана Германа"" ]","[ ""very_good"" ]",,,133.308,0.133308,3600,60,0.0022218,7.99848,0.0011246927356703
"LINESTRING (30.178459 59.8293288, 30.175830526213186 59.829272421141965)",node,1113639297,Горные вершины,pharmacy,,,16.0,16394,2453440749,2453440769,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""улица Партизана Германа"" ]","[ ""very_good"" ]",,,95.911,0.095911,3600,60,0.0015985166666666,5.75466,0.0026290783601103
"LINESTRING (30.3893227 59.8317038, 30.389192770469418 59.83221587623586)",node,1114883867,Озерки,pharmacy,,,94.0,12870,1701538151,1700976860,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Ярослава Гашека"" ]",,,,550.93,0.55093,3600,60,0.0091821666666666,33.0558,0.0005283027108082
"LINESTRING (30.4262173 59.72276, 30.426236460488244 59.72260549131352)",node,1114996560,Флоренция,cafe,,,10.0,966,10982435,412780089,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Широкая улица"" ]",,,,493.241,0.493241,3600,60,0.0082206833333333,29.59446,0.0001556921915411
"LINESTRING (30.4162073 59.7203209, 30.41615889230227 59.72017402359138)",node,1115021933,ВТБ,bank,,,10.0,1614,22346692,22347621,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Магазейная улица"" ]",,,,285.629,0.285629,1800,60,0.0047604833333333,17.13774,0.0001546479376093
"LINESTRING (30.2693372 59.8508082, 30.268871113105725 59.85080418928129)",node,1115323453,ЮниКредит Банк,bank,,,68.0,844,8087638,2217364694,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""бульвар Новаторов"" ]",,,,325.636,0.325636,3600,60,0.0054272666666666,19.53816,0.0004661041502484
"LINESTRING (30.4055897 59.7169049, 30.405448460399583 59.717082366870784)",node,1115392373,Pushkin Brew,,,alcohol,10.0,1642,22349281,22349333,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Оранжерейная улица"" ]",,,,131.231,0.131231,1800,60,0.0021871833333333,7.87386,0.0002268107469913
"LINESTRING (30.4060592 59.717854, 30.40599905036413 59.717681560956265)",node,1115395842,Открытие,bank,,,10.0,952,10982416,22349333,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Малая улица"" ]",,,,240.866,0.240866,1800,60,0.0040144333333333,14.45196,0.000182628591684
"LINESTRING (30.4151961 59.7217815, 30.415318458967295 59.72215420168725)",node,1115481695,Мечта,cafe,,,10.0,943,10982335,10982340,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""Октябрьский бульвар"" ]",,,,219.43,0.21943,1800,60,0.0036571666666666,13.1658,0.00039227320143
"LINESTRING (30.4153926 59.7215814, 30.41553418520879 59.72140042456049)",node,1115483257,Ориона,,,beauty,10.0,949,10982340,22346692,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""Конюшенная улица"" ]",,,,158.632,0.158632,1800,60,0.0026438666666666,9.51792,0.0002297792006526
"LINESTRING (30.4199275 59.721676, 30.419909531774866 59.72182089436951)",node,1115491049,Гастроном,,,convenience,10.0,966,10982435,412780089,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Широкая улица"" ]",,,,493.241,0.493241,3600,60,0.0082206833333333,29.59446,0.0001460042308591
"LINESTRING (30.3210917 59.914597, 30.321113235568077 59.914521634077985)",node,1116201159,Наша кухня,cafe,,,46.0,1385,21991532,802551558,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Клинский проспект"" ]",,,,84.673,0.084673,3600,60,0.0014112166666666,5.08038,7.83824144410526e-05
"LINESTRING (30.274382 59.9077178, 30.275207003094767 59.90808754795321)",node,1116681550,МаккоЛи,restaurant,,,44.0,26388,11378668491,10095309155,,,2,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Старо-Петергофский проспект"" ]",,,,319.632,0.319632,3600,60,0.0053272,19.17792,0.0009040706030382
"LINESTRING (30.1783318 59.6939209, 30.1374398 59.7004436)",node,1117194895,,restaurant,,,117.0,9270,1361223294,1361223255,,,1,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Большая Горская улица"" ]",,,,595.443,0.595443,1800,60,0.00992405,35.72658,0.0414089516806442
"LINESTRING (30.1783318 59.6939209, 30.1374398 59.7004436)",node,1117194895,,restaurant,,,117.0,9261,1361223255,1361223294,,,1,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Большая Горская улица"" ]",,,,595.443,0.595443,1800,60,0.00992405,35.72658,0.0414089516806442
"LINESTRING (30.1783318 59.6939209, 30.1374398 59.7004436)",node,1117194895,,restaurant,,,117.0,9260,1361223255,673158285,,,1,"[ ""residential"" ]",,0,"[ ""Советская улица"" ]",,,,120.989,0.120989,1800,20,0.00604945,21.77802,0.0414089516806442
"LINESTRING (30.1783318 59.6939209, 30.1374398 59.7004436)",node,1117194895,,restaurant,,,117.0,5819,673158285,1361223255,,,1,"[ ""residential"" ]",,0,"[ ""Советская улица"" ]",,,,120.989,0.120989,1800,20,0.00604945,21.77802,0.0414089516806442
"LINESTRING (30.3047956 59.9157327, 30.304793436887714 59.9159091120696)",node,1118534000,Семишагофф,,,supermarket,45.0,11019,1553906812,10913695026,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Троицкий проспект"" ]",,,,62.295,0.062295,3600,60,0.00103825,3.7377,0.0001764253308205
"LINESTRING (30.347996 59.9298041, 30.347809504344095 59.9298170901516)",node,1118641052,Евразия,restaurant,,,100.0,24141,9951111127,6239279466,,,2,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Владимирский проспект"" ]",,,,255.269,0.255269,3600,60,0.0042544833333333,15.31614,0.0001869475159221
"LINESTRING (30.3629079 59.9359161, 30.36290610870235 59.935800262752025)",node,1118672412,Евразия,restaurant,,,97.0,23494,8838493700,8838493701,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""улица Жуковского"" ]",,,,109.202,0.109202,1800,60,0.0018200333333333,6.55212,0.0001158510973866
"LINESTRING (30.3629079 59.9359161, 30.36290610870235 59.935800262752025)",node,1118672412,Евразия,restaurant,,,97.0,23496,8838493701,8838493700,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""улица Жуковского"" ]",,,,109.202,0.109202,1800,60,0.0018200333333333,6.55212,0.0001158510973866
"LINESTRING (30.3392504 59.9250451, 30.339286017783778 59.924954499220966)",node,1118679961,Mama Roma,restaurant,,,100.0,11047,1554312475,1554312468,,,3,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Загородный проспект"" ]",,,,61.433,0.061433,4000,60,0.0010238833333333,3.68598,9.73505402263455e-05
"LINESTRING (30.3555853 59.9233617, 30.3557448201421 59.92323849949114)",node,1118692955,Евразия,restaurant,,,100.0,11195,1562026715,6733400090,,,3,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Лиговский проспект"" ]","[ ""very_good"" ]",,,296.742,0.296742,4000,60,0.0049457,17.80452,0.0002015565457094
"LINESTRING (30.2977712 59.9131731, 30.29761620216781 59.91316555167139)",node,1119896181,Север-Метрополь,cafe,,confectionery,45.0,19929,4867044644,3692812904,,,2,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Лермонтовский проспект"" ]",,,,83.823,0.083823,3600,60,0.00139705,5.02938,0.0001551815235411
"LINESTRING (30.3173478 59.909105, 30.31734831524749 59.90902595180675)",node,1121410232,Детская школа искусств имени Д. С. Бортнянского,training,,,45.0,10698,1503005710,369167631,,,1,"[ ""secondary_link"" ]","[ ""asphalt"" ]",1,,,,,115.218,0.115218,1800,60,0.0019203,6.91308,7.9049872460548e-05
"LINESTRING (30.3364926 59.9370815, 30.336362489187934 59.937119780190685)",node,1124875818,Штолле,cafe,,,98.0,24109,9951048980,9951048977,,,2,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Садовая улица"" ]","[ ""very_good"" ]",,,139.844,0.139844,3600,60,0.0023307333333333,8.39064,0.0001356252056787
"LINESTRING (30.3418155 59.9427844, 30.34154858254791 59.94274993071896)",node,1125699752,Vox,restaurant,,,101.0,8029,1125021580,858118911,,,1,"[ ""living_street"" ]","[ ""paving_stones"" ]",0,"[ ""Соляной переулок"" ]",,,,257.475,0.257475,1800,20,0.01287375,46.3455,0.0002691339026661
"LINESTRING (30.3418155 59.9427844, 30.34154858254791 59.94274993071896)",node,1125699752,Vox,restaurant,,,101.0,6543,858118911,1125021580,,,1,"[ ""living_street"" ]","[ ""paving_stones"" ]",0,"[ ""Соляной переулок"" ]",,,,257.475,0.257475,1800,20,0.01287375,46.3455,0.0002691339026661
"LINESTRING (30.4952649 59.9249362, 30.495129306673704 59.92551531657461)",node,1126137401,Пятёрочка,,,supermarket,30.0,8032,1126137466,1126137412,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,539.601,0.539601,1800,60,0.00899335,32.37606,0.0005947785782351
"LINESTRING (30.358838 59.9450212, 30.358839045736623 59.945104713054)",node,1127671369,Бургер Кинг,fast_food,,,101.0,21019,5329826037,1834954793,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Фурштатская улица"" ]",,,,264.702,0.264702,3600,60,0.0044117,15.88212,8.35196010148576e-05
"LINESTRING (30.4174578 59.741609, 30.41775787030629 59.7417622206738)",node,1127791426,Дикси,,,supermarket,10.0,4252,389499167,131697616,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Железнодорожная улица"" ]",,,,360.168,0.360168,1800,60,0.0060028,21.61008,0.0003369254570319
"LINESTRING (30.4265513 59.72248, 30.426531205267676 59.72264204235806)",node,1127795233,Атлант,,,convenience,10.0,966,10982435,412780089,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Широкая улица"" ]",,,,493.241,0.493241,3600,60,0.0082206833333333,29.59446,0.000163283569516
"LINESTRING (30.416894 59.7214461, 30.41695050906695 59.72161790434247)",node,1127803294,Ассоль,,,beauty,10.0,947,10982340,412780497,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""Октябрьский бульвар"" ]",,,,115.15,0.11515,1800,60,0.0019191666666666,6.909,0.0001808590797825
"LINESTRING (30.416894 59.7214461, 30.41695050906695 59.72161790434247)",node,1127803294,Ассоль,,,beauty,10.0,4373,412780497,10982340,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""Октябрьский бульвар"" ]",,,,115.15,0.11515,1800,60,0.0019191666666666,6.909,0.0001808590797825
"LINESTRING (30.4955469 59.9189274, 30.495214942158842 59.918614973109015)",node,1129309545,Ньюфарм,pharmacy,,,30.0,4632,435672688,435672690,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Солидарности"" ]","[ ""very_good"" ]",,,657.192,0.657192,4000,60,0.0109532,39.43152,0.0004558580596168
"LINESTRING (30.4958512 59.9186123, 30.49551513825178 59.918296010657926)",node,1129309605,Аптекарь,pharmacy,,,30.0,4632,435672688,435672690,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Солидарности"" ]","[ ""very_good"" ]",,,657.192,0.657192,4000,60,0.0109532,39.43152,0.0004614937123375
"LINESTRING (30.2912431 59.9321506, 30.29119071506335 59.93233736578992)",node,1129387723,Евразия,restaurant,,,47.0,14146,1892339077,1603477081,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Галерная улица"" ]",,,,468.493,0.468493,1800,60,0.0078082166666666,28.10958,0.0001939733019566
"LINESTRING (30.3063022 59.926932, 30.30629369491082 59.9268689857464)",node,1134060821,Лавка Хлебосолов,cafe,,,42.0,1195,21726083,1598674181,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""набережная канала Грибоедова"" ]",,,,136.811,0.136811,3600,60,0.0022801833333333,8.20866,6.35856327994743e-05
"LINESTRING (30.3109238 59.9082839, 30.310924620665343 59.9083717213547)",node,1139189200,Дорожная научно-техническая библиотека ОктЖД,library,,,45.0,10903,1525448798,8761425261,,,3,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""набережная Обводного канала"" ]",,,,192.767,0.192767,4000,60,0.0032127833333333,11.56602,8.7825189054149e-05
"LINESTRING (30.5611094 59.7995919, 30.56163770859894 59.79895859646667)",node,1139670351,,cafe,,,3.0,14193,1896409306,271960102,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Центральный проезд"" ]","[ ""very_good"" ]",,,1011.827,1.011827,1800,60,0.0168637833333333,60.70962,0.0008247322844709
"LINESTRING (30.5611094 59.7995919, 30.56163770859894 59.79895859646667)",node,1139670351,,cafe,,,3.0,3581,271960102,1896409306,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Центральный проезд"" ]","[ ""very_good"" ]",,,1011.827,1.011827,1800,60,0.0168637833333333,60.70962,0.0008247322844709
"LINESTRING (30.2660302 59.9396434, 30.26597227208685 59.939572589315055)",node,1140213675,Алоэ,pharmacy,,,49.0,25733,10972323053,368309321,,,1,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""16-я линия В.О."" ]",,,,76.294,0.076294,1800,60,0.0012715666666666,4.57764,9.14865904081038e-05
"LINESTRING (30.3471134 59.9259567, 30.34701057347698 59.92569498898796)",node,1140215907,Школа № 300,school,,,100.0,13750,1832588390,1874044197,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Свечной переулок"" ]",,,,161.524,0.161524,1800,60,0.0026920666666666,9.69144,0.0002811866775973
"LINESTRING (30.482377 59.9187965, 30.482031944640248 59.918472910203064)",node,1140385418,Пятёрочка,,,supermarket,30.0,24589,10204732220,10244104318,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,669.275,0.669275,1800,60,0.0111545833333333,40.1565,0.000473047099107
"LINESTRING (30.4083884 59.9214677, 30.408066284944784 59.921076739172655)",node,1140389522,Библиотека РГГМУ,library,,,76.0,22430,7046964044,244309,,,3,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Малоохтинский проспект"" ]",,,,615.223,0.615223,4000,60,0.0102537166666667,36.91338,0.0005065653731905
"LINESTRING (30.2765913 59.9187163, 30.276514864284927 59.91858881637547)",node,1140412403,Библиотека СПбГМТУ,library,,,43.0,9828,1399448458,21991775,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Лоцманская улица"" ]",,,,69.162,0.069162,1800,60,0.0011527,4.14972,0.0001486421644836
"LINESTRING (30.2975855 59.9301179, 30.297786827982375 59.93034783195802)",node,1140438966,Библиотека ГУАП,library,,,47.0,11731,1616938051,1616151475,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Конногвардейский переулок"" ]",,,,93.968,0.093968,1800,60,0.0015661333333333,5.63808,0.000305616854582
"LINESTRING (30.3164645 59.9348995, 30.316607866509795 59.93511342082342)",node,1140449935,Библиотека СПбГУТД,library,,,102.0,11704,1613010431,1572808077,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Кирпичный переулок"" ]","[ ""intermediate"" ]",,,110.584,0.110584,1800,60,0.0018430666666666,6.63504,0.000257519076621
